,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115204295,False,Бухгалтер-оператор,,False,False,"{'id': '54', 'name': 'Красноярск', 'url': 'https://api.hh.ru/areas/54'}","{'from': 60000, 'to': 80000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': 56.00871099210794, 'lng': 92.87041207775475, 'description': None, 'raw': 'Красноярск, ул.Маерчака, 31а, каб.1-04', 'metro': None, 'metro_stations': [], 'id': '247372'}",,,2025-01-10T07:16:46+0300,2025-01-10T07:16:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115204295,,,https://api.hh.ru/vacancies/115204295?host=hh.ru,https://hh.ru/vacancy/115204295,[],"{'id': '111102', 'name': 'Малтат', 'url': 'https://api.hh.ru/employers/111102', 'alternate_url': 'https://hh.ru/employer/111102', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7100879.png', '90': 'https://img.hhcdn.ru/employer-logo/7100878.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1370244.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=111102', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Среднее-специальное, высшее образование. Опыт работы оператором 1С, бухгалтером, помощником бухгалтера. Приветствуется опыт работы в производственной группе. ', 'responsibility': 'Обработка первичных документов (работа с таблицами, с цифрами, расчеты показателей). Внесение данных показателей в специальные программы. Составление отчетов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,98288117,False,Работник на садковую линию (Остров отдыха),,False,False,"{'id': '54', 'name': 'Красноярск', 'url': 'https://api.hh.ru/areas/54'}","{'from': 85000, 'to': 100000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Красноярск', 'street': 'Ярыгинский проезд', 'building': '1', 'lat': 55.989612, 'lng': 92.870233, 'description': None, 'raw': 'Красноярск, Ярыгинский проезд, 1', 'metro': None, 'metro_stations': [], 'id': '4873331'}",,,2025-01-09T07:13:50+0300,2025-01-09T07:13:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=98288117,,,https://api.hh.ru/vacancies/98288117?host=hh.ru,https://hh.ru/vacancy/98288117,[],"{'id': '111102', 'name': 'Малтат', 'url': 'https://api.hh.ru/employers/111102', 'alternate_url': 'https://hh.ru/employer/111102', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7100879.png', '90': 'https://img.hhcdn.ru/employer-logo/7100878.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1370244.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=111102', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Образование среднее-специальное, высшее (рассмотрим без опыта работы). Ответственное отношение к работе. Внимательность.', 'responsibility': 'Работа с рыбой на садковой линии (кормление, уход). Поддержание территории в чистоте и порядке. Контроль за сохранностью ТМЦ и рыбы...'}",,"{'id': 'shift', 'name': 'Сменный график'}",[],[],[],False,[],[],"[{'id': 'HOURS_10', 'name': '10\xa0часов'}]","[{'id': 'TWO_ON_TWO_OFF', 'name': '2/2'}]",False,"[{'id': '102', 'name': 'Разнорабочий'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,114171526,False,Менеджер по закупу зернового сырья,,False,False,"{'id': '3', 'name': 'Екатеринбург', 'url': 'https://api.hh.ru/areas/3'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-12T10:38:09+0300,2025-01-12T10:38:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114171526,,,https://api.hh.ru/vacancies/114171526?host=hh.ru,https://hh.ru/vacancy/114171526,[],"{'id': '4330900', 'name': 'Агрофирма Русское поле', 'url': 'https://api.hh.ru/employers/4330900', 'alternate_url': 'https://hh.ru/employer/4330900', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4330900', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Коммуникабельность! Умение общаться. ( Наличие Подвешенного языка). Наличие торговой жилки. Ответственность. Умение работать в команде. Амбициозность. Пунктуальность.', 'responsibility': 'Ведение закупочной деятельности зерновых культур. Работа с контрагентами, постоянное поддержание отношений с клиентами. Постоянный мониторинг рынка, сбор информации. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_10', 'name': '10\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '66', 'name': 'Менеджер по закупкам'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",True,,False,
3,109108167,False,Юрист (удалённо),,False,False,"{'id': '3', 'name': 'Екатеринбург', 'url': 'https://api.hh.ru/areas/3'}","{'from': 40000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-10T11:57:41+0300,2025-01-10T11:57:41+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109108167,,,https://api.hh.ru/vacancies/109108167?host=hh.ru,https://hh.ru/vacancy/109108167,[],"{'id': '9782863', 'name': 'MEDION', 'url': 'https://api.hh.ru/employers/9782863', 'alternate_url': 'https://hh.ru/employer/9782863', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6776958.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1289165.png', '240': 'https://img.hhcdn.ru/employer-logo/6776959.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9782863', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Ответственность, обучаемость, и исполнительность. Опыт в составлении договоров, работа с документами и отчетностью. Желание учиться, развиваться, расти в профессиональном плане.', 'responsibility': 'Составлять договоры по шаблонам. Проверять документацию на корректность составления . Вести внутреннюю отчётность.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '145', 'name': 'Юрисконсульт'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115273348,False,Работник в приют,,False,False,"{'id': '2032', 'name': 'Клин (Московская область)', 'url': 'https://api.hh.ru/areas/2032'}","{'from': 65000, 'to': 75000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'городской округ Клин', 'street': None, 'building': None, 'lat': 56.364246, 'lng': 36.610768, 'description': None, 'raw': 'городской округ Клин', 'metro': None, 'metro_stations': [], 'id': '17227203'}",,,2025-01-10T18:42:25+0300,2025-01-10T18:42:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115273348,,,https://api.hh.ru/vacancies/115273348?host=hh.ru,https://hh.ru/vacancy/115273348,[],"{'id': '11700516', 'name': 'Приют Территория добра', 'url': 'https://api.hh.ru/employers/11700516', 'alternate_url': 'https://hh.ru/employer/11700516', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11700516', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'любовь к животным. - желателен опыт работы с животными; Опыт работы в <highlighttext>сельском</highlighttext> <highlighttext>хозяйстве</highlighttext> приветствуется. - активность, энергичность.', 'responsibility': 'Уход за животными: - уборка всех помещений и территорий для животных. - ежедневно кормление. - ежедневная смена воды на свежую. - поддержание чистоты на...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115223476,False,Ассистент руководителя,,False,False,"{'id': '19', 'name': 'Брянск', 'url': 'https://api.hh.ru/areas/19'}","{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'село Глинищево', 'street': 'Главная улица', 'building': '1', 'lat': 53.31723, 'lng': 34.046176, 'description': None, 'raw': 'село Глинищево, Главная улица, 1', 'metro': None, 'metro_stations': [], 'id': '12731365'}",,,2025-01-10T10:30:50+0300,2025-01-10T10:30:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115223476,,,https://api.hh.ru/vacancies/115223476?host=hh.ru,https://hh.ru/vacancy/115223476,[],"{'id': '1329752', 'name': 'ОХОТНО', 'url': 'https://api.hh.ru/employers/1329752', 'alternate_url': 'https://hh.ru/employer/1329752', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1695743.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/313344.jpg', '90': 'https://img.hhcdn.ru/employer-logo/1695742.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1329752', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Перспективный, активный, ответственный, порядочный, аккуратный, исполнительный, коммуникабельный. Высшее образование. Умение работать в режиме многозадачности. Умение систематизировать информацию и анализировать процессы. ', 'responsibility': 'Непосредственное взаимодействие и работа с руководителем.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '110', 'name': 'Секретарь, помощник руководителя, ассистент'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115245019,False,Коммерческий директор (CCO),,False,False,"{'id': '1498', 'name': 'Пятигорск', 'url': 'https://api.hh.ru/areas/1498'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'село Краснокумское', 'street': 'Юбилейная улица', 'building': '4', 'lat': 44.187537, 'lng': 43.497872, 'description': None, 'raw': 'село Краснокумское, Юбилейная улица, 4', 'metro': None, 'metro_stations': [], 'id': '11293705'}",,,2025-01-10T13:28:05+0300,2025-01-10T13:28:05+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115245019,,,https://api.hh.ru/vacancies/115245019?host=hh.ru,https://hh.ru/vacancy/115245019,[],"{'id': '5259695', 'name': 'Георгиевские сады (ООО Новозаведенское)', 'url': 'https://api.hh.ru/employers/5259695', 'alternate_url': 'https://hh.ru/employer/5259695', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1076373.png', '240': 'https://img.hhcdn.ru/employer-logo/5926122.png', '90': 'https://img.hhcdn.ru/employer-logo/5926121.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5259695', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание компьютера и компьютерных программ. Усидчивость, внимательность.. Знание 1 С. Образование СПО,высшее. Наличие опыта работы.', 'responsibility': 'Составление текущих и долгосрочных планов материально-технического обеспечения, необходимых для деятельности организации. Разработке порядка сбыта продукции, финансовых планов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '53', 'name': 'Коммерческий директор (CCO)'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115206233,False,Управляющий отделением,,False,False,"{'id': '1248', 'name': 'Юрга', 'url': 'https://api.hh.ru/areas/1248'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-10T07:46:57+0300,2025-01-10T07:46:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115206233,,,https://api.hh.ru/vacancies/115206233?host=hh.ru,https://hh.ru/vacancy/115206233,[],"{'id': '6143439', 'name': 'Юргинский', 'url': 'https://api.hh.ru/employers/6143439', 'alternate_url': 'https://hh.ru/employer/6143439', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6143439', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в <highlighttext>сельском</highlighttext> <highlighttext>хозяйстве</highlighttext> более 5-ти лет. Знание технологий сельскохозяйственного производства. Опыт работы на руководящих должностях. ', 'responsibility': 'Руководство хозяйственной деятельностью предприятия. Организация работ и эффективного взаимодействия производственных единиц и структурных подразделений. Контроль выполнения планов производства.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '49', 'name': 'Технолог'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115335838,False,"Начальник планово-экономического отдела (с/х холдинг, пищевое производство)",,False,False,"{'id': '66', 'name': 'Нижний Новгород', 'url': 'https://api.hh.ru/areas/66'}","{'from': 230000, 'to': 250000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Нижний Новгород', 'street': 'Автозаводская линия', 'building': None, 'lat': 56.28245, 'lng': 43.92556, 'description': None, 'raw': 'Нижний Новгород, Автозаводская линия', 'metro': None, 'metro_stations': [], 'id': '15674486'}",,,2025-01-12T21:06:06+0300,2025-01-12T21:06:06+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115335838,,,https://api.hh.ru/vacancies/115335838?host=hh.ru,https://hh.ru/vacancy/115335838,[],"{'id': '2069', 'name': 'Кадровые Решения', 'url': 'https://api.hh.ru/employers/2069', 'alternate_url': 'https://hh.ru/employer/2069', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/805303.png', '90': 'https://img.hhcdn.ru/employer-logo/3662099.png', '240': 'https://img.hhcdn.ru/employer-logo/3662100.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2069', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'В сфере <highlighttext>сельского</highlighttext> <highlighttext>хозяйства</highlighttext> / АПК и переработки с/х продукции (обязательно), опыт в пищевой /молочной отрасли / животноводство КРС (преимущество). ', 'responsibility': 'Определение структуры и статей бюджета, порядка их формирования, защиты, утверждения, контроль исполнения бюджета. Подготовка годового консолидированного бюджета холдинга, анализ отклонений. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '142', 'name': 'Экономист'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115226094,False,Бухгалтер на первичную документацию/Помощник бухгалтера,,False,False,"{'id': '78', 'name': 'Самара', 'url': 'https://api.hh.ru/areas/78'}","{'from': 40000, 'to': 70000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Самара', 'street': 'Московское шоссе', 'building': '205', 'lat': 53.258071, 'lng': 50.236243, 'description': None, 'raw': 'Самара, Московское шоссе, 205', 'metro': None, 'metro_stations': [], 'id': '17014487'}",,,2025-01-10T10:49:29+0300,2025-01-10T10:49:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115226094,,,https://api.hh.ru/vacancies/115226094?host=hh.ru,https://hh.ru/vacancy/115226094,[],"{'id': '9431803', 'name': 'ГТБ', 'url': 'https://api.hh.ru/employers/9431803', 'alternate_url': 'https://hh.ru/employer/9431803', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9431803', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Сбис. — Возраст от 25-40. Желателен опыт работы в <highlighttext>сельском</highlighttext> <highlighttext>хозяйстве</highlighttext> , но не обязателен, главное ваше желание развиваться изучать новые...', 'responsibility': 'Ведение базы данных и учет хозяйственных операций. — Учёт и обработка первичной документации. — Составление, подписание договоров. —Приём входящей и исходящей корреспонденции. —'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
