,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,branding,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115427207,False,Директор по маркетингу и рекламе (CMO),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 650000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T15:46:01+0300,2025-01-13T15:46:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115427207,"{'type': 'CONSTRUCTOR', 'tariff': 'BASIC'}",True,,https://api.hh.ru/vacancies/115427207?host=hh.ru,https://hh.ru/vacancy/115427207,[],"{'id': '4174077', 'name': 'StaffRecruitment', 'url': 'https://api.hh.ru/employers/4174077', 'alternate_url': 'https://hh.ru/employer/4174077', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/663804.png', '240': 'https://img.hhcdn.ru/employer-logo/3096349.png', '90': 'https://img.hhcdn.ru/employer-logo/3096348.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4174077', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на руководящей позиции в сфере маркетинга не менее 5 лет, предпочтительно в компаниях, работающих с товарами повседневного спроса. ', 'responsibility': 'Разработка и внедрение стратегической маркетинговой программы, ориентированной на увеличение доли рынка и повышение узнаваемости бренда. Управление всеми аспектами маркетинговой деятельности...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],[],"[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'FLEXIBLE', 'name': 'Свободный'}]",False,"[{'id': '37', 'name': 'Директор по маркетингу и PR (CMO)'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115398512,False,Младший графический дизайнер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 90000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Большой Саввинский переулок', 'building': '12с16', 'lat': 55.731242, 'lng': 37.561086, 'description': None, 'raw': 'Москва, Большой Саввинский переулок, 12с16', 'metro': {'station_name': 'Киевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.47', 'line_id': '3', 'lat': 55.743117, 'lng': 37.564132}, 'metro_stations': [{'station_name': 'Киевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.47', 'line_id': '3', 'lat': 55.743117, 'lng': 37.564132}, {'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, {'station_name': 'Спортивная', 'line_name': 'Сокольническая', 'station_id': '1.135', 'line_id': '1', 'lat': 55.722388, 'lng': 37.562041}], 'id': '4960345'}",,,2025-01-13T12:12:54+0300,2025-01-13T12:12:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115398512,,,,https://api.hh.ru/vacancies/115398512?host=hh.ru,https://hh.ru/vacancy/115398512,[],"{'id': '3183413', 'name': 'Present&Simple', 'url': 'https://api.hh.ru/employers/3183413', 'alternate_url': 'https://hh.ru/employer/3183413', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/764071.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/3497241.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/3497242.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3183413', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Профессиональное владение ПО: Figma, Adobe Photoshop и Illustrator, Microsoft PowerPoint. Опыт работы с наружной <highlighttext>рекламой</highlighttext> и email рассылками. ', 'responsibility': 'Разработка креативов для Digital, SMM, CRM, print, POSM и т.п. Разработка дизайнов в соответствии с гайдлайнами компании. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '34', 'name': 'Дизайнер, художник'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115382547,False,Директор по Персоналу (HRD),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 500000, 'to': 600000, 'currency': 'RUR', 'gross': False}","{'id': 'anonymous', 'name': 'Анонимная'}",,,,2025-01-13T10:56:52+0300,2025-01-13T10:56:52+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115382547,,,,https://api.hh.ru/vacancies/115382547?host=hh.ru,https://hh.ru/vacancy/115382547,[],"{'name': 'крупная торговая компания', 'trusted': True}","{'requirement': 'Образование Высшее профильное (управление персоналом). Положительный опыт работы директором по персоналу, HRBP от 5 лет на производственных, торговых предприятиях. ', 'responsibility': 'HR - бренд на рынке труда. Разработка материалов (образцов)для <highlighttext>рекламы</highlighttext> подбора персонала. 4. Разработка программы адаптации персонала. 5.Создание привлекательного HR...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '69', 'name': 'Менеджер по персоналу'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115402333,False,Юрист (связь),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 180000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Озерковская набережная', 'building': '14с1', 'lat': 55.741475, 'lng': 37.637308, 'description': None, 'raw': 'Москва, Озерковская набережная, 14с1', 'metro': {'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, 'metro_stations': [{'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, {'station_name': 'Третьяковская', 'line_name': 'Калужско-Рижская', 'station_id': '6.90', 'line_id': '6', 'lat': 55.74073, 'lng': 37.625624}, {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '6264803'}",,,2025-01-13T12:37:51+0300,2025-01-13T12:37:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115402333,,,,https://api.hh.ru/vacancies/115402333?host=hh.ru,https://hh.ru/vacancy/115402333,[],"{'id': '2131154', 'name': 'Глонасс', 'url': 'https://api.hh.ru/employers/2131154', 'alternate_url': 'https://hh.ru/employer/2131154', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/368311.png', '90': 'https://img.hhcdn.ru/employer-logo/1915502.png', '240': 'https://img.hhcdn.ru/employer-logo/1915503.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2131154', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее юридическое образование. Microsoft Office. Знания и работа по закону «О Связи» 126-ФЗ, 4 часть ГК РФ (РИД).', 'responsibility': 'Правовой поддержкой деятельности СМИ (сайта) и рекламных мероприятий, взаимодействие с коллегами из других отделов по вопросам маркировки <highlighttext>рекламы</highlighttext>. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '146', 'name': 'Юрист'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115422450,False,Креативный директор,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Ленинградский проспект', 'building': '36с41', 'lat': 55.789947, 'lng': 37.570051, 'description': None, 'raw': 'Москва, Ленинградский проспект, 36с41', 'metro': {'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}, 'metro_stations': [{'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}, {'station_name': 'Петровский парк', 'line_name': 'Большая кольцевая линия', 'station_id': '97.599', 'line_id': '97', 'lat': 55.79233, 'lng': 37.55952}, {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'МЦД-1', 'station_id': '131.699', 'line_id': '131', 'lat': 55.793936, 'lng': 37.587038}], 'id': '7151907'}",,,2025-01-13T15:12:00+0300,2025-01-13T15:12:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115422450,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115422450?host=hh.ru,https://hh.ru/vacancy/115422450,[],"{'id': '2476', 'name': 'Russ', 'url': 'https://api.hh.ru/employers/2476', 'alternate_url': 'https://hh.ru/employer/2476', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6531397.png', '240': 'https://img.hhcdn.ru/employer-logo/6531398.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1227739.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2476', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'У тебя хороший опыт работы с контентом (мультимедийные инсталляции, выставочные стенды, музейные проекты, мероприятия, full сд ролики, <highlighttext>реклама</highlighttext>). \ufeff', 'responsibility': 'Формирование творческого предложения студии. \ufeffОписание концепции, механики работы. \ufeffПодбор референсов, формирование мудборда проекта. \ufeffФормирование творческого задания для команды производства. \ufeff'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '12', 'name': 'Арт-директор, креативный директор'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115332571,False,Дизайнер,,False,False,"{'id': '3', 'name': 'Екатеринбург', 'url': 'https://api.hh.ru/areas/3'}","{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Екатеринбург', 'street': 'Октябрьский район, микрорайон Кольцово, Утренний переулок', 'building': '1Г', 'lat': 56.754677, 'lng': 60.808363, 'description': None, 'raw': 'Екатеринбург, Октябрьский район, микрорайон Кольцово, Утренний переулок, 1Г', 'metro': None, 'metro_stations': [], 'id': '6662128'}",,,2025-01-12T18:06:46+0300,2025-01-12T18:06:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115332571,,,,https://api.hh.ru/vacancies/115332571?host=hh.ru,https://hh.ru/vacancy/115332571,[],"{'id': '36860', 'name': 'Уральские авиалинии, Авиакомпания', 'url': 'https://api.hh.ru/employers/36860', 'alternate_url': 'https://hh.ru/employer/36860', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/2595773.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/2595774.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/538575.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=36860', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Желателен опыт в сфере дизайна полиграфической продукции + наружной <highlighttext>рекламы</highlighttext>: листовки, каталоги, буклеты, календари. Владение графическим пакетом Adobe (Corel. ', 'responsibility': 'Функции: Разработка дизайна рекламной полиграфии, наружной <highlighttext>рекламы</highlighttext>, POS-материалов, сувенирной продукции. Верстка технической документации (инструкции, руководства по эксплуатации, гарантийные талоны...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '34', 'name': 'Дизайнер, художник'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115366517,False,Начинающий специалист в отдел рекламы,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 80000, 'to': 85000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Трубная', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.177', 'line_id': '10', 'lat': 55.76771, 'lng': 37.621926}, 'metro_stations': [{'station_name': 'Трубная', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.177', 'line_id': '10', 'lat': 55.76771, 'lng': 37.621926}], 'id': '16618752'}",,,2025-01-13T09:41:09+0300,2025-01-13T09:41:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115366517,,,,https://api.hh.ru/vacancies/115366517?host=hh.ru,https://hh.ru/vacancy/115366517,[],"{'id': '8959151', 'name': 'Dankai', 'url': 'https://api.hh.ru/employers/8959151', 'alternate_url': 'https://hh.ru/employer/8959151', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5524725.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/5524724.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/975971.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8959151', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Положительный настрой. Заряженность. Ориентация на результат. Коммуникабельность. Умение работать в режиме многозадачности. Пунктуальность.', 'responsibility': 'Ведение коммуникации с потенциальными клиентами по нашим проектам. Проведение переговоров и презентаций с нашими клиентами. Составление отчётности о проделанной работе. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '68', 'name': 'Менеджер по маркетингу, интернет-маркетолог'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115372845,False,Пресс-атташе ЖФК ЦСКА,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Химки', 'street': 'улица Панфилова', 'building': '19/4', 'lat': 55.880748, 'lng': 37.432286, 'description': None, 'raw': 'Химки, улица Панфилова, 19/4', 'metro': {'station_name': 'Планерная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.111', 'line_id': '7', 'lat': 55.859676, 'lng': 37.436808}, 'metro_stations': [{'station_name': 'Планерная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.111', 'line_id': '7', 'lat': 55.859676, 'lng': 37.436808}], 'id': '896655'}",,,2025-01-13T10:14:33+0300,2025-01-13T10:14:33+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115372845,,,,https://api.hh.ru/vacancies/115372845?host=hh.ru,https://hh.ru/vacancy/115372845,[],"{'id': '2772716', 'name': 'РОТА', 'url': 'https://api.hh.ru/employers/2772716', 'alternate_url': 'https://hh.ru/employer/2772716', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/2289268.png', '240': 'https://img.hhcdn.ru/employer-logo/2289269.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/461852.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2772716', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Гуманитарных специальностей: «Журналистика», «Связи с общественностью». «<highlighttext>Реклама</highlighttext>», «Филология», «Социология». Или. Б) документы, подтверждающие наличие опыта работы в журналистике или сфере...', 'responsibility': 'Подготовка, разработка, заказ и размещение полиграфии и наружной <highlighttext>рекламы</highlighttext> к каждому матчу или спортивному мероприятию, проводимому Клубом. Подготовка и реализация...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '2', 'name': 'PR-менеджер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115426028,False,Руководитель отдела интернет-маркетинга,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Ленинская Слобода', 'building': '19с6', 'lat': 55.707547, 'lng': 37.651169, 'description': None, 'raw': 'Москва, улица Ленинская Слобода, 19с6', 'metro': {'station_name': 'Автозаводская', 'line_name': 'Замоскворецкая', 'station_id': '2.2', 'line_id': '2', 'lat': 55.706634, 'lng': 37.657008}, 'metro_stations': [{'station_name': 'Автозаводская', 'line_name': 'Замоскворецкая', 'station_id': '2.2', 'line_id': '2', 'lat': 55.706634, 'lng': 37.657008}, {'station_name': 'Автозаводская', 'line_name': 'МЦК', 'station_id': '95.530', 'line_id': '95', 'lat': 55.70631, 'lng': 37.66314}], 'id': '15133584'}",,,2025-01-13T15:36:09+0300,2025-01-13T15:36:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115426028,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115426028?host=hh.ru,https://hh.ru/vacancy/115426028,[],"{'id': '9706015', 'name': 'Polaris', 'url': 'https://api.hh.ru/employers/9706015', 'alternate_url': 'https://hh.ru/employer/9706015', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6953495.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1333371.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6953494.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9706015', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на руководящей позиции в сфере digital маркетинга. Эффективное управление крупным рекламным бюджетом. Готовность отвечать за эффективность маркетинговой воронки...', 'responsibility': 'Создание, оптимизация и контроль рекламный кампаний в интернете, включающих в себя полный спектр услуг (SEO-продвижение, контекстная <highlighttext>реклама</highlighttext>, ретаргетинг, <highlighttext>реклама</highlighttext>...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '68', 'name': 'Менеджер по маркетингу, интернет-маркетолог'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115388307,False,Креативный дизайнер,"{'id': '816144-816144-office', 'name': 'ВкусВилл. Офис'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T11:28:02+0300,2025-01-13T11:28:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115388307,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115388307?host=hh.ru,https://hh.ru/vacancy/115388307,[],"{'id': '816144', 'name': 'ВкусВилл', 'url': 'https://api.hh.ru/employers/816144', 'alternate_url': 'https://hh.ru/employer/816144', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/4154421.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/4154420.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/928465.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=816144', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Владеет основными графическими программами (Photoshop, Illustrator и пр.). Работает с нейросетями. Имеет опыт проведения фотосъемок. Обладает креативностью.', 'responsibility': 'Разработка креативных идей для <highlighttext>рекламы</highlighttext> в паре с копирайтером. Подбор референсов. Составление технического задания фотографам для проведения фотосъемок. Курирование съемок. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '34', 'name': 'Дизайнер, художник'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
