,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,branding,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115427207,False,Директор по маркетингу и рекламе (CMO),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 650000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T15:46:01+0300,2025-01-13T15:46:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115427207,"{'type': 'CONSTRUCTOR', 'tariff': 'BASIC'}",True,,https://api.hh.ru/vacancies/115427207?host=hh.ru,https://hh.ru/vacancy/115427207,[],"{'id': '4174077', 'name': 'StaffRecruitment', 'url': 'https://api.hh.ru/employers/4174077', 'alternate_url': 'https://hh.ru/employer/4174077', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/663804.png', '240': 'https://img.hhcdn.ru/employer-logo/3096349.png', '90': 'https://img.hhcdn.ru/employer-logo/3096348.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4174077', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание цифрового маркетинга и успешного использования социальных <highlighttext>медиа</highlighttext> в рекламных кампаниях. Отличные коммуникативные и управленческие навыки, умение работать в команде...', 'responsibility': 'Разработка и внедрение стратегической маркетинговой программы, ориентированной на увеличение доли рынка и повышение узнаваемости бренда. Управление всеми аспектами маркетинговой деятельности...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],[],"[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'FLEXIBLE', 'name': 'Свободный'}]",False,"[{'id': '37', 'name': 'Директор по маркетингу и PR (CMO)'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115372845,False,Пресс-атташе ЖФК ЦСКА,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Химки', 'street': 'улица Панфилова', 'building': '19/4', 'lat': 55.880748, 'lng': 37.432286, 'description': None, 'raw': 'Химки, улица Панфилова, 19/4', 'metro': {'station_name': 'Планерная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.111', 'line_id': '7', 'lat': 55.859676, 'lng': 37.436808}, 'metro_stations': [{'station_name': 'Планерная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.111', 'line_id': '7', 'lat': 55.859676, 'lng': 37.436808}], 'id': '896655'}",,,2025-01-13T10:14:33+0300,2025-01-13T10:14:33+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115372845,,,,https://api.hh.ru/vacancies/115372845?host=hh.ru,https://hh.ru/vacancy/115372845,[],"{'id': '2772716', 'name': 'РОТА', 'url': 'https://api.hh.ru/employers/2772716', 'alternate_url': 'https://hh.ru/employer/2772716', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/2289268.png', '240': 'https://img.hhcdn.ru/employer-logo/2289269.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/461852.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2772716', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'А) диплом о высшем (профильном) образовании по одной из следующих. Гуманитарных специальностей: «Журналистика», «Связи с общественностью». «Реклама», «Филология», «Социология». Или. ', 'responsibility': 'Подготовка и реализация <highlighttext>медиа</highlighttext>-планов по различным проектам, связанным с деятельностью Клуба. Разработка, организация и реализация различных <highlighttext>медиа</highlighttext>-форматов.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '2', 'name': 'PR-менеджер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115398917,False,SMM-менеджер в ресторанную группу Сыроварня,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T12:14:44+0300,2025-01-13T12:14:44+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115398917,,,,https://api.hh.ru/vacancies/115398917?host=hh.ru,https://hh.ru/vacancy/115398917,[],"{'id': '5252458', 'name': 'Сыроварня', 'url': 'https://api.hh.ru/employers/5252458', 'alternate_url': 'https://hh.ru/employer/5252458', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1002269.jpg', '90': 'https://img.hhcdn.ru/employer-logo/5629856.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/5629857.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5252458', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Оконченное высшее образование + специализированные курсы по ведению социальных <highlighttext>медиа</highlighttext>. Опыт ведения нескольких аккаунтов в социальных сетях одновременно - от 3...', 'responsibility': 'Разработка и реализация СММ-стратегии и дорожной карты по каждому бренду. Внедрение CMM-стандартов (концепции, регламенты, бренд-бук). '}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'OTHER', 'name': 'Другое'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}, {'id': 'OTHER', 'name': 'Другое'}]",False,"[{'id': '3', 'name': 'SMM-менеджер, контент-менеджер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115329603,False,Территориальный менеджер,,False,False,"{'id': '68', 'name': 'Омск', 'url': 'https://api.hh.ru/areas/68'}","{'from': 100000, 'to': 140000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-12T15:30:47+0300,2025-01-12T15:30:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115329603,,,,https://api.hh.ru/vacancies/115329603?host=hh.ru,https://hh.ru/vacancy/115329603,[],"{'id': '678191', 'name': 'Юрент', 'url': 'https://api.hh.ru/employers/678191', 'alternate_url': 'https://hh.ru/employer/678191', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6036102.png', '90': 'https://img.hhcdn.ru/employer-logo/6036101.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1103873.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=678191', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Обязательный опыт в руководстве тимлидами, супервайзерами, лидерами групп. Навыки управления конфликтами и дисциплиной команды. Опыт в управлении командой...', 'responsibility': 'Отбором и обучением персонала. Руководить тимлидами, супервайзерами, лидерами групп. Развитием территории, встречами с администрацией города. Постановкой и распределением задач. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115399808,False,Курьер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 80000, 'to': 80000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Рязанский проспект', 'building': '8Ас12', 'lat': 55.723151, 'lng': 37.753164, 'description': None, 'raw': 'Москва, Рязанский проспект, 8Ас12', 'metro': {'station_name': 'Нижегородская', 'line_name': 'Некрасовская', 'station_id': '98.765', 'line_id': '98', 'lat': 55.73, 'lng': 37.73}, 'metro_stations': [{'station_name': 'Нижегородская', 'line_name': 'Некрасовская', 'station_id': '98.765', 'line_id': '98', 'lat': 55.73, 'lng': 37.73}, {'station_name': 'Окская', 'line_name': 'Некрасовская', 'station_id': '98.763', 'line_id': '98', 'lat': 55.72, 'lng': 37.77}, {'station_name': 'Стахановская', 'line_name': 'Некрасовская', 'station_id': '98.764', 'line_id': '98', 'lat': 55.73, 'lng': 37.76}, {'station_name': 'Текстильщики', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.139', 'line_id': '7', 'lat': 55.709211, 'lng': 37.732117}], 'id': '13828663'}",,,2025-01-13T12:19:46+0300,2025-01-13T12:19:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115399808,,,,https://api.hh.ru/vacancies/115399808?host=hh.ru,https://hh.ru/vacancy/115399808,[],"{'id': '100950', 'name': 'АХК ВНИИМЕТМАШ', 'url': 'https://api.hh.ru/employers/100950', 'alternate_url': 'https://hh.ru/employer/100950', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7025287.png', '90': 'https://img.hhcdn.ru/employer-logo/7025286.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1351339.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=100950', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Умение хорошо ориентироваться в городе (наличие яндекс карт). Ответственный подход к работе. Пунктуальность. Аккуратный внешний вид. Опыт работы в аналогичной...', 'responsibility': 'Отправка и получение корреспонденции (контрагенты, СДЭК, почта России, между офисами). Сбор и осуществление оперативной доставки (документы, сувенирная продукция и пр...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '58', 'name': 'Курьер'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115411071,False,Специалист по документообороту,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Верейская улица', 'building': '29с33', 'lat': 55.709622, 'lng': 37.440335, 'description': None, 'raw': 'Москва, Верейская улица, 29с33', 'metro': {'station_name': 'Аминьевская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.812', 'line_id': '97', 'lat': 55.697222, 'lng': 37.464167}, 'metro_stations': [{'station_name': 'Аминьевская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.812', 'line_id': '97', 'lat': 55.697222, 'lng': 37.464167}, {'station_name': 'Славянский бульвар', 'line_name': 'Арбатско-Покровская', 'station_id': '3.176', 'line_id': '3', 'lat': 55.729542, 'lng': 37.470973}], 'id': '12841561'}",,,2025-01-13T13:39:32+0300,2025-01-13T13:39:32+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115411071,,,,https://api.hh.ru/vacancies/115411071?host=hh.ru,https://hh.ru/vacancy/115411071,[],"{'id': '3458', 'name': 'Газпром-Медиа', 'url': 'https://api.hh.ru/employers/3458', 'alternate_url': 'https://hh.ru/employer/3458', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/2732791.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/572855.jpg', '90': 'https://img.hhcdn.ru/employer-logo/2732790.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3458', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание основ делопроизводства и документооборота. Опыт от 1-ого года в сфере бухучета и делопроизводства. Знание основных программ Microsoft Office...', 'responsibility': 'Прием, обработка и передача документов от контрагентов в бухгалтерию и обратно (договоров, приложений, счетов) в рамках направления деятельности подразделения компании. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '33', 'name': 'Делопроизводитель, архивариус'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,114986594,False,Ассистент продюсера,"{'id': '1449-1449-sts', 'name': 'СТС'}",True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Ленинградский проспект', 'building': '31ас1', 'lat': 55.783686, 'lng': 37.560107, 'description': None, 'raw': 'Москва, Ленинградский проспект, 31ас1', 'metro': {'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}, 'metro_stations': [{'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}], 'id': '416207'}",,,2024-12-28T14:38:24+0300,2024-12-28T14:38:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114986594,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/114986594?host=hh.ru,https://hh.ru/vacancy/114986594,[],"{'id': '1449', 'name': 'Медиа Бизнес Солюшенс', 'url': 'https://api.hh.ru/employers/1449', 'alternate_url': 'https://hh.ru/employer/1449', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3409110.png', '90': 'https://img.hhcdn.ru/employer-logo/3409109.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/742037.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1449', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Знание английского языка - уровень С1. Высокий уровень коммуникации, готовность к режиму многозадачности. Владение грамотной разговорной и письменной...', 'responsibility': 'Ведение рабочего календаря руководителя: организация встреч с гостями, ведение и контроль графика съемок. Организация и сопровождения встреч: бронирование переговорных комнат...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '98', 'name': 'Продюсер'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115402048,False,Директор по продукту/CPO,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Тульская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.142', 'line_id': '9', 'lat': 55.70961, 'lng': 37.622569}, 'metro_stations': [{'station_name': 'Тульская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.142', 'line_id': '9', 'lat': 55.70961, 'lng': 37.622569}], 'id': '17250256'}",,,2025-01-13T12:34:54+0300,2025-01-13T12:34:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115402048,,,,https://api.hh.ru/vacancies/115402048?host=hh.ru,https://hh.ru/vacancy/115402048,[],"{'id': '3796', 'name': 'Independent Media', 'url': 'https://api.hh.ru/employers/3796', 'alternate_url': 'https://hh.ru/employer/3796', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3948472.png', '90': 'https://img.hhcdn.ru/employer-logo/3948471.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/876899.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3796', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы менеджером продукта от 4 лет. Понимание специфики работы <highlighttext>медиа</highlighttext> или продуктов с рекламной моделью монетизации. Понимание продуктовой аналитики. ', 'responsibility': 'Формирование стратегии развития медийных продуктов вместе с издателями. Формирование и тестирование гипотез по улучшению продукта. Приоритезация и планирование бэклога. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '73', 'name': 'Менеджер продукта'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,112499701,False,Креативный продюсер СHOUX,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Малый Ивановский переулок', 'building': '6с2', 'lat': 55.753377, 'lng': 37.640533, 'description': None, 'raw': 'Москва, Малый Ивановский переулок, 6с2', 'metro': {'station_name': 'Китай-город', 'line_name': 'Калужско-Рижская', 'station_id': '6.50', 'line_id': '6', 'lat': 55.756498, 'lng': 37.631326}, 'metro_stations': [{'station_name': 'Китай-город', 'line_name': 'Калужско-Рижская', 'station_id': '6.50', 'line_id': '6', 'lat': 55.756498, 'lng': 37.631326}, {'station_name': 'Китай-город', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.51', 'line_id': '7', 'lat': 55.75436, 'lng': 37.633877}, {'station_name': 'Лубянка', 'line_name': 'Сокольническая', 'station_id': '1.66', 'line_id': '1', 'lat': 55.759889, 'lng': 37.625336}], 'id': '13991788'}",,,2025-01-12T11:31:57+0300,2025-01-12T11:31:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=112499701,,,,https://api.hh.ru/vacancies/112499701?host=hh.ru,https://hh.ru/vacancy/112499701,[],"{'id': '10069665', 'name': 'Choux', 'url': 'https://api.hh.ru/employers/10069665', 'alternate_url': 'https://hh.ru/employer/10069665', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6508393.png', '240': 'https://img.hhcdn.ru/employer-logo/6508394.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1221988.PNG'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10069665', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Имеет опыт работы более 2-х лет в модном бренде, в <highlighttext>медиа</highlighttext>, в команде крупного инфлюенсера, продакшене или на стороне...', 'responsibility': 'Быстро и качественно продюсировать виральный контент (от 6 до 10 съемок в месяц). Предлагать свежие идеи, нестандартные креативные концепции для...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '98', 'name': 'Продюсер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115135566,False,Пресс-атташе Академии ФК «ЛОКОМОТИВ»,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Большая Черкизовская улица', 'building': '125с1', 'lat': 55.80269, 'lng': 37.741225, 'description': None, 'raw': 'Москва, Большая Черкизовская улица, 125с1', 'metro': {'station_name': 'Черкизовская', 'line_name': 'Сокольническая', 'station_id': '1.155', 'line_id': '1', 'lat': 55.802787, 'lng': 37.744863}, 'metro_stations': [{'station_name': 'Черкизовская', 'line_name': 'Сокольническая', 'station_id': '1.155', 'line_id': '1', 'lat': 55.802787, 'lng': 37.744863}], 'id': '412624'}",,,2025-01-09T12:17:47+0300,2025-01-09T12:17:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115135566,,,,https://api.hh.ru/vacancies/115135566?host=hh.ru,https://hh.ru/vacancy/115135566,[],"{'id': '742469', 'name': 'ФК ЛОКОМОТИВ', 'url': 'https://api.hh.ru/employers/742469', 'alternate_url': 'https://hh.ru/employer/742469', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/3915275.png', '240': 'https://img.hhcdn.ru/employer-logo/3915276.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/868600.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=742469', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее гуманитарное образование. Опыт работы в футбольной/спортивной сфере: клуб/СМИ/Федерация/Лига в Пресс-службе, PR, спортивной редакции. ', 'responsibility': 'Формирование имиджа команды в <highlighttext>медиа</highlighttext>-пространстве. Написание текстов (отчеты по матчам/турнирам, пресс-релизы, интервью и т.д.). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}, {'id': 'WEEKEND', 'name': 'По\xa0выходным'}]",False,"[{'id': '2', 'name': 'PR-менеджер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
