,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115451252,False,Заместитель Генерального Директора по кадровой политике (HRD),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T20:26:49+0300,2025-01-13T20:26:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115451252,,,https://api.hh.ru/vacancies/115451252?host=hh.ru,https://hh.ru/vacancy/115451252,[],"{'id': '333', 'name': 'CONSORT Group/КОНСОРТ', 'url': 'https://api.hh.ru/employers/333', 'alternate_url': 'https://hh.ru/employer/333', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/308367.png', '240': 'https://img.hhcdn.ru/employer-logo/381224.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/233557.gif'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=333', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы не менее пяти лет в сфере <highlighttext>управления</highlighttext> <highlighttext>персоналом</highlighttext> на руководящих должностях в крупных технических производственных/ управляющих компаниях. ', 'responsibility': 'Разработка, внедрение и поддержка целостности системы <highlighttext>управления</highlighttext> <highlighttext>персоналом</highlighttext> холдинга. Организация работы по подбору, отбору и расстановке персонала на основе оценки...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '38', 'name': 'Директор по персоналу (HRD)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115451519,False,Главный инженер производства,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 700000, 'to': 750000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T20:35:08+0300,2025-01-13T20:35:08+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115451519,,,https://api.hh.ru/vacancies/115451519?host=hh.ru,https://hh.ru/vacancy/115451519,[],"{'id': '565708', 'name': 'Institute of Directors Moscow', 'url': 'https://api.hh.ru/employers/565708', 'alternate_url': 'https://hh.ru/employer/565708', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/3242784.png', '240': 'https://img.hhcdn.ru/employer-logo/3242785.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/700417.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=565708', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в области эффективность производства не менее 7 лет. Опыт руководства функцией не менее 5 лет. Желателен опыт работы...', 'responsibility': 'Обеспечение производства основными ресурсами. Координация взаимодействий со смежными функциями. Обеспечение целеполагания и оценки производства; Обеспечение реализации долгосрочных планов производства. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '80', 'name': 'Начальник производства'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115397562,False,Специалист по кадровому делопроизводству,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 197000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': 55.75576800652564, 'lng': 37.61767096817494, 'description': None, 'raw': 'Москва, 2-я Брестская, д.6', 'metro': None, 'metro_stations': [], 'id': '296355'}",,,2025-01-13T12:08:44+0300,2025-01-13T12:08:44+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115397562,,,https://api.hh.ru/vacancies/115397562?host=hh.ru,https://hh.ru/vacancy/115397562,[],"{'id': '1258640', 'name': 'ГБУ Мосстройинформ', 'url': 'https://api.hh.ru/employers/1258640', 'alternate_url': 'https://hh.ru/employer/1258640', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/932090.png', '240': 'https://img.hhcdn.ru/employer-logo/4168913.png', '90': 'https://img.hhcdn.ru/employer-logo/4168912.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1258640', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт ведения кадрового делопроизводства от 5 лет. Отличное знание Трудового законодательства РФ и умение применять его на практике, знание всех...', 'responsibility': 'Ведение кадрового делопроизводства ГБУ: прием, перевод, увольнение, отпуска, больничные (общая численность до 500 чел.). Составление штатного расписания, графика отпусков. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '117', 'name': 'Специалист по кадрам'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115434082,False,Директор по персоналу,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 600000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T16:30:50+0300,2025-01-13T16:30:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115434082,,,https://api.hh.ru/vacancies/115434082?host=hh.ru,https://hh.ru/vacancy/115434082,[],"{'id': '10888840', 'name': 'WWAVE SPACE', 'url': 'https://api.hh.ru/employers/10888840', 'alternate_url': 'https://hh.ru/employer/10888840', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1249801.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6619633.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6619634.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10888840', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование, желательно наличие MBA. -Опыт работы HRD от 3 лет. -Управление командой — системное мышление, организация, анализ, контроль, планирование, мотивация...', 'responsibility': 'Анализ причин текучести персонала, разработка мероприятий по их снижению. -Разработка и внедрение стратегии <highlighttext>управления</highlighttext> <highlighttext>персоналом</highlighttext>, контроль ФОТ, численности, бюджетирование. -'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '38', 'name': 'Директор по персоналу (HRD)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115433843,False,Генеральный директор,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 900000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T16:29:33+0300,2025-01-13T16:29:33+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115433843,,,https://api.hh.ru/vacancies/115433843?host=hh.ru,https://hh.ru/vacancy/115433843,[],"{'id': '10888840', 'name': 'WWAVE SPACE', 'url': 'https://api.hh.ru/employers/10888840', 'alternate_url': 'https://hh.ru/employer/10888840', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1249801.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6619633.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6619634.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10888840', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'высшее образование, желательно оконченный МВА по стратегическому менеджменту и финансам. - опыт работы на позиции топ-менеджера компании не менее 10...', 'responsibility': 'разработка и реализация маркетинговых и рекламных кампаний для привлечения и удержания клиентов. - <highlighttext>управление</highlighttext> <highlighttext>персоналом</highlighttext>. - формирование требований к ИТ-стратегии. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '26', 'name': 'Генеральный директор, исполнительный директор (CEO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115365355,False,Руководитель департамента кадрового администрирования,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'anonymous', 'name': 'Анонимная'}",,,,2025-01-13T09:33:25+0300,2025-01-13T09:33:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115365355,,,https://api.hh.ru/vacancies/115365355?host=hh.ru,https://hh.ru/vacancy/115365355,[],"{'name': 'Крупная российская компания, находящаяся в стадии активного роста.', 'trusted': True}","{'requirement': 'Высшее образование (экономическое, юридическое, <highlighttext>управление</highlighttext> <highlighttext>персоналом</highlighttext>). Опыт работы в должности Руководитель службы/управления/департамента или аналогичной от 5-ти лет...', 'responsibility': 'Ведение кадрового администрирования всех юридических лиц компании. Анализ и оценка системы кадрового делопроизводства компании. Мониторинг изменений трудового законодательства РФ и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '117', 'name': 'Специалист по кадрам'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115431995,False,Заместитель генерального директора,,False,False,"{'id': '1492', 'name': 'Минеральные Воды', 'url': 'https://api.hh.ru/areas/1492'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'anonymous', 'name': 'Анонимная'}",,,,2025-01-13T16:19:45+0300,2025-01-13T16:19:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115431995,,,https://api.hh.ru/vacancies/115431995?host=hh.ru,https://hh.ru/vacancy/115431995,[],"{'name': 'с/х предприятие', 'trusted': True}","{'requirement': 'Высшее техническое или агрономическое образование обязательно. Обязателен аналогичный опыт работы не менее 3-х лет в садоводстве. Знание 1С...', 'responsibility': 'Организация и контроль производственных процессов сельскохозяйственного предприятия (интенсивное садоводство).'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '26', 'name': 'Генеральный директор, исполнительный директор (CEO)'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115422952,False,Начальник отдела информационных технологий,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 300000, 'to': 300000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Мичуринский проспект', 'building': '6с1', 'lat': 55.714876, 'lng': 37.530211, 'description': None, 'raw': 'Москва, Мичуринский проспект, 6с1', 'metro': {'station_name': 'Воробьевы горы', 'line_name': 'Сокольническая', 'station_id': '1.165', 'line_id': '1', 'lat': 55.709169, 'lng': 37.557293}, 'metro_stations': [{'station_name': 'Воробьевы горы', 'line_name': 'Сокольническая', 'station_id': '1.165', 'line_id': '1', 'lat': 55.709169, 'lng': 37.557293}, {'station_name': 'Киевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.47', 'line_id': '3', 'lat': 55.743117, 'lng': 37.564132}, {'station_name': 'Университет', 'line_name': 'Сокольническая', 'station_id': '1.149', 'line_id': '1', 'lat': 55.69329, 'lng': 37.534511}], 'id': '589041'}",,,2025-01-13T15:15:20+0300,2025-01-13T15:15:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115422952,,,https://api.hh.ru/vacancies/115422952?host=hh.ru,https://hh.ru/vacancy/115422952,[],"{'id': '2087411', 'name': 'ФГБУ ОБП', 'url': 'https://api.hh.ru/employers/2087411', 'alternate_url': 'https://hh.ru/employer/2087411', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1645723.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/300837.png', '90': 'https://img.hhcdn.ru/employer-logo/1645722.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2087411', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее профессиональное образование.', 'responsibility': 'Управление отношениями с поставщиками и потребителями ресурсов ИТ. - <highlighttext>Управление</highlighttext> <highlighttext>персоналом</highlighttext>, обслуживающим ресурсы ИТ. - Управление информационной безопасностью ресурсов ИТ. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '116', 'name': 'Специалист по информационной безопасности'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115344100,False,Ведущий специалист отдела по работе с персоналом,,False,False,"{'id': '54', 'name': 'Красноярск', 'url': 'https://api.hh.ru/areas/54'}","{'from': 71000, 'to': 90000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T04:44:40+0300,2025-01-13T04:44:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115344100,,,https://api.hh.ru/vacancies/115344100?host=hh.ru,https://hh.ru/vacancy/115344100,[],"{'id': '1116634', 'name': 'ФКП Аэропорты Красноярья', 'url': 'https://api.hh.ru/employers/1116634', 'alternate_url': 'https://hh.ru/employer/1116634', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/616833.jpg', '240': 'https://img.hhcdn.ru/employer-logo/2908485.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/2908484.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1116634', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '...направление ""<highlighttext>Управление</highlighttext> <highlighttext>персоналом</highlighttext>""), дополнительное профессиональное образование – программы повышения квалификации,переподготовки. Широкие знания и практика применения в области: <highlighttext>управления</highlighttext> <highlighttext>персоналом</highlighttext>, норм...', 'responsibility': 'Ведение организационной и распорядительной документации по персоналу. Ведение документации по учету и движению кадров. Ведение воинского учета и бронирование граждан. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '69', 'name': 'Менеджер по персоналу'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115413625,False,Шеф-повар в рестораны Ava team,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 400000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:59:17+0300,2025-01-13T13:59:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115413625,,,https://api.hh.ru/vacancies/115413625?host=hh.ru,https://hh.ru/vacancy/115413625,[],"{'id': '10516715', 'name': 'AVA bistro', 'url': 'https://api.hh.ru/employers/10516715', 'alternate_url': 'https://hh.ru/employer/10516715', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1191746.png', '90': 'https://img.hhcdn.ru/employer-logo/6387441.png', '240': 'https://img.hhcdn.ru/employer-logo/6387442.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10516715', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в должности шеф-повара от 3-х лет в ресторанах премиум-класса. Образование по специальности. Знание производственного процесса...', 'responsibility': 'Контроль работы подразделения. Организация производственных процессов. Закупка оборудования и контроль правильности эксплуатации оборудования и других основных средств. Руководство персоналом кухни...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '94', 'name': 'Повар, пекарь, кондитер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
