,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115440260,False,"Оператор 1с, бухгалтер на первичную документацию, менеджер на выписку",,False,False,"{'id': '49', 'name': 'Киров (Кировская область)', 'url': 'https://api.hh.ru/areas/49'}","{'from': 56000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Киров', 'street': 'Октябрьский проспект', 'building': '120', 'lat': 58.583978, 'lng': 49.659417, 'description': None, 'raw': 'Киров, Октябрьский проспект, 120', 'metro': None, 'metro_stations': [], 'id': '5247731'}",,,2025-01-13T17:23:49+0300,2025-01-13T17:23:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115440260,,https://api.hh.ru/vacancies/115440260?host=hh.ru,https://hh.ru/vacancy/115440260,[],"{'id': '9617508', 'name': 'Север-Прод', 'url': 'https://api.hh.ru/employers/9617508', 'alternate_url': 'https://hh.ru/employer/9617508', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9617508', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование (желательно). Пунктуальность. Обучаемость.', 'responsibility': 'Приход/расход в 1с; ЭДО. Сверка с клиентами. Составление коммерческих предложений.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",True,,False,
1,115421747,False,Бухгалтер,,False,False,"{'id': '112', 'name': 'Ярославль', 'url': 'https://api.hh.ru/areas/112'}","{'from': 70000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T15:05:43+0300,2025-01-13T15:05:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115421747,,https://api.hh.ru/vacancies/115421747?host=hh.ru,https://hh.ru/vacancy/115421747,[],"{'id': '1672975', 'name': 'ЯРДОРМОСТ', 'url': 'https://api.hh.ru/employers/1672975', 'alternate_url': 'https://hh.ru/employer/1672975', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1672975', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знать положения и инструкции об организации бухгалтерского учета. Знать формы и методы бухгалтерского учета на предприятии. Знать порядок оформления операций...', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115399850,False,Бухгалтер / помощник бухгалтера / оператор,,False,False,"{'id': '32', 'name': 'Иваново (Ивановская область)', 'url': 'https://api.hh.ru/areas/32'}","{'from': 55000, 'to': 70000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Иваново', 'street': 'улица Домостроителей', 'building': '35Б', 'lat': 56.95972, 'lng': 41.045795, 'description': None, 'raw': 'Иваново, улица Домостроителей, 35Б', 'metro': None, 'metro_stations': [], 'id': '3963514'}",,,2025-01-13T12:20:05+0300,2025-01-13T12:20:05+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115399850,,https://api.hh.ru/vacancies/115399850?host=hh.ru,https://hh.ru/vacancy/115399850,[],"{'id': '4522057', 'name': 'Формула снабжения', 'url': 'https://api.hh.ru/employers/4522057', 'alternate_url': 'https://hh.ru/employer/4522057', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4522057', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы желателен. Знание программы Клиент – банк. Знание программы 1С 8.3. Наличие профессионального образования.', 'responsibility': 'Обработка и внесение первичной документации в 1С: оприходование и реализация товаров и услуг. Учет ТМЦ. Контроль возврата первичных документов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115383469,False,Главный бухгалтер,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 195000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'Коломяжский проспект', 'building': '10АВ', 'lat': 59.993743, 'lng': 30.29792, 'description': None, 'raw': 'Санкт-Петербург, Коломяжский проспект, 10АВ', 'metro': None, 'metro_stations': [], 'id': '6571509'}",,,2025-01-13T11:01:32+0300,2025-01-13T11:01:32+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115383469,,https://api.hh.ru/vacancies/115383469?host=hh.ru,https://hh.ru/vacancy/115383469,[],"{'id': '5735241', 'name': 'ЛСЗ', 'url': 'https://api.hh.ru/employers/5735241', 'alternate_url': 'https://hh.ru/employer/5735241', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/7041634.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1355431.png', '240': 'https://img.hhcdn.ru/employer-logo/7041635.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5735241', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Наличие высшего (профильного) образования. Опыт работы от 3-5 лет. Знание российского законодательства в области налогообложения и бухгалтерского учета. ', 'responsibility': 'Ведение бухгалтерского и налогового учета (ОСНО) по одному юридическому лицу (АО) в полном объеме всех участков бухгалтерского учета. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115434009,False,Главный бухгалтер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 330000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T16:30:35+0300,2025-01-13T16:30:35+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115434009,,https://api.hh.ru/vacancies/115434009?host=hh.ru,https://hh.ru/vacancy/115434009,[],"{'id': '10888840', 'name': 'WWAVE SPACE', 'url': 'https://api.hh.ru/employers/10888840', 'alternate_url': 'https://hh.ru/employer/10888840', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1249801.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6619633.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6619634.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10888840', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'опыт работы в руководящей должности в области <highlighttext>бухгалтерии</highlighttext> не менее 10 лет. - глубокое понимание <highlighttext>бухгалтерии</highlighttext> и финансового управления. - ', 'responsibility': 'систематическое проведение внутренних аудитов для обеспечения надежности и точности бухгалтерской документации. - руководство командой <highlighttext>бухгалтеров</highlighttext> и финансовых специалистов, обеспечивая высокую профессиональную...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115406259,False,Бухгалтер на первичную документацию,,False,False,"{'id': '72', 'name': 'Пермь', 'url': 'https://api.hh.ru/areas/72'}","{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Пермь', 'street': 'бульвар Гагарина', 'building': '44А', 'lat': 58.006979, 'lng': 56.282417, 'description': None, 'raw': 'Пермь, бульвар Гагарина, 44А', 'metro': None, 'metro_stations': [], 'id': '14861615'}",,,2025-01-13T13:08:20+0300,2025-01-13T13:08:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115406259,,https://api.hh.ru/vacancies/115406259?host=hh.ru,https://hh.ru/vacancy/115406259,[],"{'id': '9287812', 'name': 'ГК Федерация', 'url': 'https://api.hh.ru/employers/9287812', 'alternate_url': 'https://hh.ru/employer/9287812', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1260706.png', '90': 'https://img.hhcdn.ru/employer-logo/6663150.png', '240': 'https://img.hhcdn.ru/employer-logo/6663151.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9287812', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее или средне-специальное образование (Бухучет, экономика). Опыт работы от 1-3 года. Уверенный пользователь ПК 1С 8.3...', 'responsibility': 'Приём, контроль и обработка первичной документации (выгрузка и систематизация хранения). Работать с первичной документацией поставщиков и подрядчиков в ЭДО (СБИС). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115372866,False,Бухгалтер,,False,False,"{'id': '99', 'name': 'Уфа', 'url': 'https://api.hh.ru/areas/99'}","{'from': None, 'to': 75690, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Уфа', 'street': 'Кировоградская улица', 'building': '10', 'lat': 54.748369, 'lng': 55.966093, 'description': None, 'raw': 'Уфа, Кировоградская улица, 10', 'metro': None, 'metro_stations': [], 'id': '12186694'}",,,2025-01-13T10:14:40+0300,2025-01-13T10:14:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115372866,,https://api.hh.ru/vacancies/115372866?host=hh.ru,https://hh.ru/vacancy/115372866,[],"{'id': '3077756', 'name': 'РН-Учет', 'url': 'https://api.hh.ru/employers/3077756', 'alternate_url': 'https://hh.ru/employer/3077756', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/942213.JPG', '240': 'https://img.hhcdn.ru/employer-logo/4209389.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/4209388.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3077756', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее или среднее профессиональное образование (экономическое, бухгалтерский учёт). Грамотная устная и письменная речь. Знание основ бухгалтерского учета.', 'responsibility': 'Осуществлять автоматизированный расчет себестоимости в учетной системе. Обеспечить формирование бухгалтерской отчетности в соответствии с требованиями ПБУ и Стандартами Общества. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115368734,False,Финансовый директор,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'anonymous', 'name': 'Анонимная'}",,,,2025-01-13T09:54:29+0300,2025-01-13T09:54:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115368734,,https://api.hh.ru/vacancies/115368734?host=hh.ru,https://hh.ru/vacancy/115368734,[],"{'name': 'Торгово-производственная компания', 'trusted': True}","{'requirement': 'опыт работы с ВЭД. - работа с маркетплейсами: WB, Озон, Ламода и другие каналы продаж. - опыт работы в производственной компании, средний...', 'responsibility': 'управление денежными потоками - обеспечение платежеспособности компании, включая управление задолженностью и дебиторской задолженностью. - руководство <highlighttext>бухгалтерией</highlighttext>. - отчетность - подготовка -ежемесячных, квартальных и годовых...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '137', 'name': 'Финансовый менеджер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115427596,False,Бухгалтер,,False,False,"{'id': '71', 'name': 'Пенза', 'url': 'https://api.hh.ru/areas/71'}","{'from': 70000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Пенза', 'street': 'Коммунистическая улица', 'building': '30', 'lat': 53.20844, 'lng': 44.99469, 'description': None, 'raw': 'Пенза, Коммунистическая улица, 30', 'metro': None, 'metro_stations': [], 'id': '1507030'}",,,2025-01-13T15:49:01+0300,2025-01-13T15:49:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115427596,,https://api.hh.ru/vacancies/115427596?host=hh.ru,https://hh.ru/vacancy/115427596,[],"{'id': '2142599', 'name': 'МТС', 'url': 'https://api.hh.ru/employers/2142599', 'alternate_url': 'https://hh.ru/employer/2142599', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1672535.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/307541.jpg', '90': 'https://img.hhcdn.ru/employer-logo/1672534.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2142599', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Ответственность. Обучаемость. Отзывы с предыдущего места работы.', 'responsibility': 'Оформление первичной бухгалтерской документации. Составление договоров по образцу. Делопроизводство. Word: заявки, письма, договора.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115414134,False,Chief Financial Officer / Финансовый директор,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T14:03:23+0300,2025-01-13T14:03:23+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115414134,,https://api.hh.ru/vacancies/115414134?host=hh.ru,https://hh.ru/vacancy/115414134,[],"{'id': '3927492', 'name': 'Зигмунд Онлайн', 'url': 'https://api.hh.ru/employers/3927492', 'alternate_url': 'https://hh.ru/employer/3927492', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7075627.png', '90': 'https://img.hhcdn.ru/employer-logo/7075626.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1363929.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3927492', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы от 3-х лет на руководящих позициях на позиции финансового директора и/или заместител финансового директора. ', 'responsibility': '...переход на агентскую систему работы с исполнителями. Управление финансовой и административной командой: финансы и <highlighttext>бухгалтерия</highlighttext>, документооборот, юридическая служба, HR направление.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '135', 'name': 'Финансовый директор (CFO)'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
