,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115429861,False,Директор по закупкам,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Навашино', 'street': 'Проезжая улица', 'building': '4/14', 'lat': 55.539319, 'lng': 42.185604, 'description': None, 'raw': 'Навашино, Проезжая улица, 4/14', 'metro': None, 'metro_stations': [], 'id': '1504844'}",,,2025-01-13T16:07:51+0300,2025-01-13T16:07:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115429861,,,https://api.hh.ru/vacancies/115429861?host=hh.ru,https://hh.ru/vacancy/115429861,[],"{'id': '112526', 'name': 'Окская судоверфь', 'url': 'https://api.hh.ru/employers/112526', 'alternate_url': 'https://hh.ru/employer/112526', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/2612561.png', '240': 'https://img.hhcdn.ru/employer-logo/2612562.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/542772.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=112526', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Образование высшее и стаж работы на руководящих должностях в области закупок – не менее 5-ти лет.', 'responsibility': 'Координация закупок и поставок материалов и оборудования для строительства судов, взаимодействие с поставщиками; управление системой материальных запасов, прогноз расхода и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '66', 'name': 'Менеджер по закупкам'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115442075,False,Руководитель направления закупок,"{'id': '733-733-integra', 'name': 'ЛАНИТ- Интеграция'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Мурманский проезд', 'building': '14к1', 'lat': 55.807015, 'lng': 37.622315, 'description': None, 'raw': 'Москва, Мурманский проезд, 14к1', 'metro': {'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}, 'metro_stations': [{'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}, {'station_name': 'Марьина Роща', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.185', 'line_id': '10', 'lat': 55.793723, 'lng': 37.61618}, {'station_name': 'Рижская', 'line_name': 'Калужско-Рижская', 'station_id': '6.126', 'line_id': '6', 'lat': 55.792494, 'lng': 37.636114}], 'id': '385530'}",,,2025-01-13T17:47:39+0300,2025-01-13T17:47:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115442075,True,,https://api.hh.ru/vacancies/115442075?host=hh.ru,https://hh.ru/vacancy/115442075,[],"{'id': '733', 'name': 'ЛАНИТ', 'url': 'https://api.hh.ru/employers/733', 'alternate_url': 'https://hh.ru/employer/733', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/2627354.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/2627353.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/546470.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=733', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в должности руководителя отдела закупок или направления закупок не менее 5 лет. Знание рынка, умение проводить анализ рынка...', 'responsibility': 'Общее руководство вверенным направлением закупок. Участие в формировании и контроле бюджетов проекта. Работа по оптимизации закупок. Распределение загрузки среди подчинённых...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '66', 'name': 'Менеджер по закупкам'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115420174,False,Старший менеджер проекта департамента организационного развития,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Большая Ордынка', 'building': '24', 'lat': 55.739433, 'lng': 37.623295, 'description': None, 'raw': 'Москва, улица Большая Ордынка, 24', 'metro': {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}, 'metro_stations': [{'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '159562'}",,,2025-01-13T14:51:37+0300,2025-01-13T14:51:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115420174,True,,https://api.hh.ru/vacancies/115420174?host=hh.ru,https://hh.ru/vacancy/115420174,[],"{'id': '577743', 'name': 'Госкорпорация Росатом', 'url': 'https://api.hh.ru/employers/577743', 'alternate_url': 'https://hh.ru/employer/577743', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/440555.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/367698.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/171668.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=577743', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Опыт работы в сфере организационного развития / бизнес-анализа от 3-х лет. Способность работать в режиме многозадачности и...', 'responsibility': 'Поддержка в актуальном состоянии документов, описывающих ответственность и полномочия руководителей. Экспертиза регламентирующих документов по процессам. Разработка, согласование и внедрение регламентирующих...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '150', 'name': 'Бизнес-аналитик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115387924,False,Личный водитель,,False,False,"{'id': '89', 'name': 'Тверь', 'url': 'https://api.hh.ru/areas/89'}","{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Калининский район', 'street': 'территория Орион', 'building': '1', 'lat': 56.80382, 'lng': 35.861977, 'description': None, 'raw': 'Калининский район, территория Орион, 1', 'metro': None, 'metro_stations': [], 'id': '13179822'}",,,2025-01-13T11:24:49+0300,2025-01-13T11:24:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115387924,,,https://api.hh.ru/vacancies/115387924?host=hh.ru,https://hh.ru/vacancy/115387924,[],"{'id': '824710', 'name': 'Орион Интернейшнл Евро в г. Тверь', 'url': 'https://api.hh.ru/employers/824710', 'alternate_url': 'https://hh.ru/employer/824710', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/984405.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/984404.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/132331.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=824710', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Водительский стаж от 3 лет. Аккуратный и разумный стиль езды. Опрятный внешний вид. Ответственность, исполнительность.', 'responsibility': 'Разъездная работа по городу, нужно возить директора и выполнять его личные поручения.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '21', 'name': 'Водитель'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115411619,False,Генеральный директор (CEO),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 1500000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:43:51+0300,2025-01-13T13:43:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115411619,True,,https://api.hh.ru/vacancies/115411619?host=hh.ru,https://hh.ru/vacancy/115411619,[],"{'id': '4174077', 'name': 'StaffRecruitment', 'url': 'https://api.hh.ru/employers/4174077', 'alternate_url': 'https://hh.ru/employer/4174077', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/663804.png', '240': 'https://img.hhcdn.ru/employer-logo/3096349.png', '90': 'https://img.hhcdn.ru/employer-logo/3096348.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4174077', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на позиции Генерального директора или в аналогичной роли в сфере финансовых услуг. Отличные знания финансового рынка и современных...', 'responsibility': 'Разработка и внедрение стратегического планирования с фокусом на рост бизнеса и оптимизацию процессов. Управление всеми операционными и финансовыми аспектами работы...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],[],"[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'FLEXIBLE', 'name': 'Свободный'}]",False,"[{'id': '26', 'name': 'Генеральный директор, исполнительный директор (CEO)'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115387194,False,Семейный водитель (Новорижское шоссе),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 130000, 'to': 150000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Большая Дмитровка', 'building': '5А', 'lat': 55.759755, 'lng': 37.615398, 'description': None, 'raw': 'Москва, улица Большая Дмитровка, 5А', 'metro': None, 'metro_stations': [], 'id': '7401310'}",,,2025-01-13T11:20:11+0300,2025-01-13T11:20:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115387194,,,https://api.hh.ru/vacancies/115387194?host=hh.ru,https://hh.ru/vacancy/115387194,[],"{'id': '6034098', 'name': 'СПЕКТР', 'url': 'https://api.hh.ru/employers/6034098', 'alternate_url': 'https://hh.ru/employer/6034098', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6034098', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы семейным водителем от 10 лет на автомобилях представительского класса. Знание Москвы и Московской области. Готовность к ненормированному графику. ', 'responsibility': 'Поддержание автомобиля в чистоте и исправном состоянии. Уход за автомобилем, своевременное прохождение ТО, отслеживание сроков <highlighttext>страхования</highlighttext>, мойка, заправка, оперативное решение...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'TWO_ON_TWO_OFF', 'name': '2/2'}]",False,"[{'id': '21', 'name': 'Водитель'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115403191,False,Начальник транспортного отдела,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': '3-я Рыбинская улица', 'building': '18с22', 'lat': 55.789674, 'lng': 37.659191, 'description': None, 'raw': 'Москва, 3-я Рыбинская улица, 18с22', 'metro': None, 'metro_stations': [], 'id': '17265597'}",,,2025-01-13T12:43:39+0300,2025-01-13T12:43:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115403191,True,,https://api.hh.ru/vacancies/115403191?host=hh.ru,https://hh.ru/vacancy/115403191,[],"{'id': '3558', 'name': 'iFCM', 'url': 'https://api.hh.ru/employers/3558', 'alternate_url': 'https://hh.ru/employer/3558', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6917375.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1324336.png', '90': 'https://img.hhcdn.ru/employer-logo/6917374.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3558', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Управление автотранспортным предприятием от 6 лет. Знание рынка поставок и лизинга транспортных средств. Умение оперативно решать возникающие вопросы. ', 'responsibility': '...его технического обслуживания. Контроль получения и оплаты штрафов. Ведение отчетности, составление годового бюджета (ФОТ, ГСМ, ремонт, <highlighttext>страхование</highlighttext> и т.д.).'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '67', 'name': 'Менеджер по логистике, менеджер по ВЭД'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115419552,False,Менеджер образовательных проектов,"{'id': 'mts-3776-inIT', 'name': '""МТС"", Работа в IT'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}, 'metro_stations': [{'station_name': 'Технопарк', 'line_name': 'Замоскворецкая', 'station_id': '2.512', 'line_id': '2', 'lat': 55.695, 'lng': 37.664167}], 'id': '7588165'}",,,2025-01-13T16:08:52+0300,2025-01-13T16:08:52+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115419552,True,,https://api.hh.ru/vacancies/115419552?host=hh.ru,https://hh.ru/vacancy/115419552,[],"{'id': '3776', 'name': 'МТС', 'url': 'https://api.hh.ru/employers/3776', 'alternate_url': 'https://hh.ru/employer/3776', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7056695.png', '90': 'https://img.hhcdn.ru/employer-logo/7056694.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1359196.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3776', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Знание принципов пользовательского опыта (UX) в контексте обучения. Опыт создания, модификации коммерческих профилей, понимание работы коммерческих бизнес юнитов (ИТ и...', 'responsibility': 'Создавать матрицы профилей коммерческих функций для non-telecom ролей, развивать нетворкинг и комьюнити по заданному направлению. Принимать участие в развертывании...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '107', 'name': 'Руководитель проектов'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115418375,False,Руководитель административно-хозяйственного отдела / Руководитель АХО,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижняя Красносельская улица', 'building': '40/12к2', 'lat': 55.774289, 'lng': 37.669145, 'description': None, 'raw': 'Москва, Нижняя Красносельская улица, 40/12к2', 'metro': {'station_name': 'Бауманская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.17', 'line_id': '3', 'lat': 55.772405, 'lng': 37.67904}, 'metro_stations': [{'station_name': 'Бауманская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.17', 'line_id': '3', 'lat': 55.772405, 'lng': 37.67904}, {'station_name': 'Комсомольская', 'line_name': 'Кольцевая', 'station_id': '5.55', 'line_id': '5', 'lat': 55.775672, 'lng': 37.654772}], 'id': '16762144'}",,,2025-01-13T14:35:54+0300,2025-01-13T14:35:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115418375,True,,https://api.hh.ru/vacancies/115418375?host=hh.ru,https://hh.ru/vacancy/115418375,[],"{'id': '2087336', 'name': 'Холдинговая Компания Петрогазтех', 'url': 'https://api.hh.ru/employers/2087336', 'alternate_url': 'https://hh.ru/employer/2087336', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1756575.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/328556.gif', '90': 'https://img.hhcdn.ru/employer-logo/1756574.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2087336', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Подтвержденный опыт работы на административных должностях от 5 лет. Опыт управление командой численностью от 2х человек. Уверенное владение навыками...', 'responsibility': 'Организация и контроль работы сотрудников административно-хозяйственного отдела. Оптимизация рабочих процессов и повышение эффективности работы отдела (в подчинении сотрудники в...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '76', 'name': 'Менеджер/руководитель АХО'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115361507,False,Координатор торговых точек,"{'id': '84585-84585-dev', 'name': 'Авито: разработка'}",False,False,"{'id': '66', 'name': 'Нижний Новгород', 'url': 'https://api.hh.ru/areas/66'}","{'from': 100800, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T09:10:45+0300,2025-01-13T09:10:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115361507,True,,https://api.hh.ru/vacancies/115361507?host=hh.ru,https://hh.ru/vacancy/115361507,[],"{'id': '84585', 'name': 'Авито', 'url': 'https://api.hh.ru/employers/84585', 'alternate_url': 'https://hh.ru/employer/84585', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1005271.png', '90': 'https://img.hhcdn.ru/employer-logo/5641864.png', '240': 'https://img.hhcdn.ru/employer-logo/5641865.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=84585', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Имеете не менее года опыта работы с клиентами. Умеете выстраивать долгосрочные отношения с клиентами. Быстро и самостоятельно принимаете решения в...', 'responsibility': 'Принимать участие в новом проекте Авито Подработка. Организовывать процесс коммуникации с представителями торговых точек наших клиентов. Работать с потребностями клиентов...'}",,"{'id': 'shift', 'name': 'Сменный график'}",[],[],[],False,[],[],"[{'id': 'HOURS_12', 'name': '12\xa0часов'}]","[{'id': 'TWO_ON_TWO_OFF', 'name': '2/2'}]",False,"[{'id': '35', 'name': 'Директор магазина, директор сети магазинов'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
