,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115223568,False,Руководитель отдела закупок (ВЭД),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 400000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Домодедовская', 'line_name': 'Замоскворецкая', 'station_id': '2.38', 'line_id': '2', 'lat': 55.610131, 'lng': 37.717111}, 'metro_stations': [{'station_name': 'Домодедовская', 'line_name': 'Замоскворецкая', 'station_id': '2.38', 'line_id': '2', 'lat': 55.610131, 'lng': 37.717111}], 'id': '17247796'}",,,2025-01-13T10:31:36+0300,2025-01-13T10:31:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115223568,,,https://api.hh.ru/vacancies/115223568?host=hh.ru,https://hh.ru/vacancy/115223568,[],"{'id': '9415446', 'name': 'BYTIME', 'url': 'https://api.hh.ru/employers/9415446', 'alternate_url': 'https://hh.ru/employer/9415446', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6528641.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6528642.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1227050.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9415446', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в закупках, ценообразовании в сфере Автозапчастей (желательно). Опыт работы в ВЭД-направлении от 3-х лет. ', 'responsibility': 'Поиск поставщиков автозапчастей в Корее, ОАЭ, Европе, Китае. Получение от них наиболее выгодных условий. Размещение заказов у зарубежных поставщиков, логистика...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '66', 'name': 'Менеджер по закупкам'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115409415,False,Водитель - перегонщик (категория В),,False,False,"{'id': '70', 'name': 'Оренбург', 'url': 'https://api.hh.ru/areas/70'}","{'from': 60000, 'to': 70000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:25:50+0300,2025-01-13T13:25:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115409415,,,https://api.hh.ru/vacancies/115409415?host=hh.ru,https://hh.ru/vacancy/115409415,[],"{'id': '2080202', 'name': 'Каскад-Авто', 'url': 'https://api.hh.ru/employers/2080202', 'alternate_url': 'https://hh.ru/employer/2080202', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6995803.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1343965.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6995802.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2080202', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знали техническое устройство автомобилей.', 'responsibility': 'Ответственно относились к вверенному имуществу. Перегонять автомобили на территории дилерского центра (стоянка, мойка, сервисный центр, автосалон). Поддерживать в чистоте и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '21', 'name': 'Водитель'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115372333,False,Бизнес-ассистент,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T10:11:02+0300,2025-01-13T10:11:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115372333,,,https://api.hh.ru/vacancies/115372333?host=hh.ru,https://hh.ru/vacancy/115372333,[],"{'id': '2066667', 'name': 'Топассистент', 'url': 'https://api.hh.ru/employers/2066667', 'alternate_url': 'https://hh.ru/employer/2066667', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6594314.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/6594313.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1243470.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2066667', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'опыт работы в аналогичной должности от 3-х лет. - исполнительность, аккуратность, четкость, настойчивость, грамотная устная и письменная речь. - ', 'responsibility': 'самостоятельное выполнение бизнес-задач. - планирование рабочего расписания, предстоящих дел и встреч руководителя. - ведение протоколов, совещаний, сопровождение на встречах. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '110', 'name': 'Секретарь, помощник руководителя, ассистент'}]",True,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115438679,False,Главный бухгалтер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 260000, 'to': 290000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Домодедово', 'street': 'микрорайон Востряково, улица Заборье', 'building': '2Б', 'lat': 55.372774, 'lng': 37.783078, 'description': None, 'raw': 'Домодедово, микрорайон Востряково, улица Заборье, 2Б', 'metro': None, 'metro_stations': [], 'id': '1817034'}",,,2025-01-13T17:03:17+0300,2025-01-13T17:03:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115438679,,,https://api.hh.ru/vacancies/115438679?host=hh.ru,https://hh.ru/vacancy/115438679,[],"{'id': '859565', 'name': 'Скан-Юго-Восток', 'url': 'https://api.hh.ru/employers/859565', 'alternate_url': 'https://hh.ru/employer/859565', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6363943.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1185880.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6363942.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=859565', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в торговой компании и в сфере услуг, желательно <highlighttext>автобизнес</highlighttext>. Опыт прохождения налоговых и аудиторских проверок. Хорошее знание РСБУ. ', 'responsibility': 'Организация ведения бухгалтерского, налогового учета в полном объёме. Подготовка, контроль корректности, согласование и представление финансовой отчетности (стандарт РСБУ) и налоговой...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115163279,False,Специалист по автострахованию (удаленно),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 90000, 'to': 90000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Правды', 'building': '26', 'lat': 55.790519, 'lng': 37.584829, 'description': None, 'raw': 'Москва, улица Правды, 26', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.685', 'line_id': '97', 'lat': 55.794054, 'lng': 37.587163}], 'id': '11435467'}",,,2025-01-09T14:55:48+0300,2025-01-09T14:55:48+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115163279,,,https://api.hh.ru/vacancies/115163279?host=hh.ru,https://hh.ru/vacancy/115163279,[],"{'id': '4496431', 'name': 'СБЕРАВТО', 'url': 'https://api.hh.ru/employers/4496431', 'alternate_url': 'https://hh.ru/employer/4496431', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/770417.png', '90': 'https://img.hhcdn.ru/employer-logo/3522625.png', '240': 'https://img.hhcdn.ru/employer-logo/3522626.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4496431', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '...<highlighttext>автомобильном</highlighttext> <highlighttext>бизнесе</highlighttext> от 2-х лет. Опыт активных онлайн продаж / продаж по телефону. Знание страховых продуктов в сфере <highlighttext>автомобильного</highlighttext> <highlighttext>бизнеса</highlighttext>.', 'responsibility': 'Консультировать клиентов СберАвто по вопросам страхования (устно и письменно). Продавать страховые продукты и заключать договора страхования (без поиска клиентов и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_12', 'name': '12\xa0часов'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115248602,False,Директор отдела маркетинга,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 350000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'проспект Вернадского', 'building': '12Д', 'lat': 55.686269, 'lng': 37.511472, 'description': None, 'raw': 'Москва, проспект Вернадского, 12Д', 'metro': {'station_name': 'Проспект Вернадского', 'line_name': 'Сокольническая', 'station_id': '1.118', 'line_id': '1', 'lat': 55.676549, 'lng': 37.504584}, 'metro_stations': [{'station_name': 'Проспект Вернадского', 'line_name': 'Сокольническая', 'station_id': '1.118', 'line_id': '1', 'lat': 55.676549, 'lng': 37.504584}], 'id': '13702206'}",,,2025-01-10T14:02:48+0300,2025-01-10T14:02:48+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115248602,,,https://api.hh.ru/vacancies/115248602?host=hh.ru,https://hh.ru/vacancy/115248602,[],"{'id': '10005423', 'name': 'Алми Моторс', 'url': 'https://api.hh.ru/employers/10005423', 'alternate_url': 'https://hh.ru/employer/10005423', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1120417.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/6102261.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6102262.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10005423', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Аналогичный опыт работы B2C, высокий чек. Опыт формирования команды и ее развития, создание рабочей атмосферы. Высокая самоорганизованность, умение...', 'responsibility': 'Контроль работы команды с целью привлечения трафика. Формирование оптимальной команды внутренних и внешних исполнителей, анализ и контроль деятельности маркетинговой команды. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '170', 'name': 'Руководитель отдела маркетинга и рекламы'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115269077,False,Директор по продажам,,False,False,"{'id': '19', 'name': 'Брянск', 'url': 'https://api.hh.ru/areas/19'}","{'from': 160000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Брянск', 'street': 'проспект Станке Димитрова', 'building': '45', 'lat': 53.235855, 'lng': 34.327762, 'description': None, 'raw': 'Брянск, проспект Станке Димитрова, 45', 'metro': None, 'metro_stations': [], 'id': '2686611'}",,,2025-01-10T17:23:20+0300,2025-01-10T17:23:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115269077,,,https://api.hh.ru/vacancies/115269077?host=hh.ru,https://hh.ru/vacancy/115269077,[],"{'id': '4053998', 'name': 'Брянскзапчасть-сервис', 'url': 'https://api.hh.ru/employers/4053998', 'alternate_url': 'https://hh.ru/employer/4053998', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4053998', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее профессиональное образование. Опыт работы на руководящих должностях в <highlighttext>автобизнесе</highlighttext> приветствуется. Знание программ 1:С и CRM.', 'responsibility': 'Планировать, организовывать и контролировать работу по продаже автомобилей и допоборудования. Выполнять планы производителей по отгрузкам и продажам автомобилей, а также...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '53', 'name': 'Коммерческий директор (CCO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115157046,False,Финансовый директор (CFO),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Таганско-Краснопресненская линия', 'building': 'метро Тушинская', 'lat': 55.826417, 'lng': 37.437316, 'description': None, 'raw': 'Москва, Таганско-Краснопресненская линия, метро Тушинская', 'metro': None, 'metro_stations': [], 'id': '12909023'}",,,2025-01-09T14:18:21+0300,2025-01-09T14:18:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115157046,,,https://api.hh.ru/vacancies/115157046?host=hh.ru,https://hh.ru/vacancy/115157046,[],"{'id': '9639235', 'name': 'CARCRAFT', 'url': 'https://api.hh.ru/employers/9639235', 'alternate_url': 'https://hh.ru/employer/9639235', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1120054.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6100809.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6100810.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9639235', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Продвинутый уровень знания EXCEL - сложные формулы, PowerQuery, PowerPivot, сводные таблицы. Опыт Работы с BI-системами (DAX). Самостоятельность в работе. ', 'responsibility': 'Построение и автоматизация системы отчетности компании. - Разработка и внедрение процесса бюджетирования и прогнозирования. - Управление ликвидностью и финансовыми потоками компании. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '135', 'name': 'Финансовый директор (CFO)'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115225491,False,Бухгалтер (на первичную документацию),,False,False,"{'id': '1642', 'name': 'Нижнекамск', 'url': 'https://api.hh.ru/areas/1642'}","{'from': 50000, 'to': 50000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Нижнекамск', 'street': 'улица Первопроходцев', 'building': '5Г', 'lat': 55.617586, 'lng': 51.822776, 'description': None, 'raw': 'Нижнекамск, улица Первопроходцев, 5Г', 'metro': None, 'metro_stations': [], 'id': '13537311'}",,,2025-01-10T10:44:33+0300,2025-01-10T10:44:33+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115225491,,,https://api.hh.ru/vacancies/115225491?host=hh.ru,https://hh.ru/vacancy/115225491,[],"{'id': '4407319', 'name': 'Ва Групп', 'url': 'https://api.hh.ru/employers/4407319', 'alternate_url': 'https://hh.ru/employer/4407319', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6848747.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/6848746.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1307121.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4407319', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Уверенный пользователь ПК, MS Office, 1С: Бухгалтерия, ЭДО, Консультант плюс. Коммуникабельность, пунктуальность, ответственность.', 'responsibility': 'Ведение первичной документации. Приход/расход ТМЦ.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '18', 'name': 'Бухгалтер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115409107,False,SMM-менеджер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 80000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:23:40+0300,2025-01-13T13:23:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115409107,,,https://api.hh.ru/vacancies/115409107?host=hh.ru,https://hh.ru/vacancy/115409107,[],"{'id': '5562821', 'name': 'Adequo', 'url': 'https://api.hh.ru/employers/5562821', 'alternate_url': 'https://hh.ru/employer/5562821', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6514157.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6514158.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1223429.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5562821', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Подтвержденный кейсами опыт успешного ведения smm проектов. Опыт работы в рекламном агентстве или в компании на позиции SMM менеджер. ', 'responsibility': 'Составлять контент-планы для клиентов: <highlighttext>автобизнес</highlighttext>, магазины одежды, FMCG и т.д.. Вести социальные сети компании. Писать креативные и продающие...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '3', 'name': 'SMM-менеджер, контент-менеджер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
