,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,branding,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115408436,False,Директор по управлению проектами (PMO Director),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 950000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:20:04+0300,2025-01-13T13:20:04+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115408436,"{'type': 'CONSTRUCTOR', 'tariff': 'BASIC'}",True,,https://api.hh.ru/vacancies/115408436?host=hh.ru,https://hh.ru/vacancy/115408436,[],"{'id': '4174077', 'name': 'StaffRecruitment', 'url': 'https://api.hh.ru/employers/4174077', 'alternate_url': 'https://hh.ru/employer/4174077', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/663804.png', '240': 'https://img.hhcdn.ru/employer-logo/3096349.png', '90': 'https://img.hhcdn.ru/employer-logo/3096348.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4174077', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на руководящей должности в управлении проектами, желательно в крупной промышленной компании. Глубокие знания методологий управления проектами (PMI, PRINCE...', 'responsibility': 'Формирование и внедрение стратегических принципов и стандартов управления проектами для всей компании. Координация и руководство комплексом проектов, определение приоритетов и...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],[],"[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'FLEXIBLE', 'name': 'Свободный'}]",False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115421156,False,Менеджер образовательных проектов,"{'id': 'yandex-1740-yandex', 'name': 'Яндекс'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T15:00:20+0300,2025-01-13T15:00:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115421156,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115421156?host=hh.ru,https://hh.ru/vacancy/115421156,[],"{'id': '1740', 'name': 'Яндекс', 'url': 'https://api.hh.ru/employers/1740', 'alternate_url': 'https://hh.ru/employer/1740', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/3790847.png', '240': 'https://img.hhcdn.ru/employer-logo/3790848.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/837491.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1740', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'От двух лет работали бизнес-тренером. Отлично умеете находить общий язык с людьми и вести переговоры.', 'responsibility': 'Создание образовательных программ. Ваши главные задачи — разрабатывать и обновлять образовательные программы, а также развивать бренд внутреннего обучения для технических профессий. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '17', 'name': 'Бизнес-тренер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115423916,False,Руководитель направления по экологии,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T15:21:42+0300,2025-01-13T15:21:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115423916,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115423916?host=hh.ru,https://hh.ru/vacancy/115423916,[],"{'id': '216221', 'name': 'Natura Siberica', 'url': 'https://api.hh.ru/employers/216221', 'alternate_url': 'https://hh.ru/employer/216221', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/913187.jpg', '240': 'https://img.hhcdn.ru/employer-logo/4093432.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/4093431.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=216221', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Постоянно совершенствовать знания и навыки: на внутренних курсах и <highlighttext>тренингах</highlighttext> и на курсах внешних провайдеров. Участвовать в корпоративных мероприятиях и...', 'responsibility': 'Разработка и внедрение политики компании в области экологической безопасности. Подготовка отчетности и своевременная сдача документов в Росприроднадзор. Оптимизация экологических затрат...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '45', 'name': 'Инженер по охране труда и технике безопасности, инженер-эколог'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115420174,False,Старший менеджер проекта департамента организационного развития,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Большая Ордынка', 'building': '24', 'lat': 55.739433, 'lng': 37.623295, 'description': None, 'raw': 'Москва, улица Большая Ордынка, 24', 'metro': {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}, 'metro_stations': [{'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '159562'}",,,2025-01-13T14:51:37+0300,2025-01-13T14:51:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115420174,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115420174?host=hh.ru,https://hh.ru/vacancy/115420174,[],"{'id': '577743', 'name': 'Госкорпорация Росатом', 'url': 'https://api.hh.ru/employers/577743', 'alternate_url': 'https://hh.ru/employer/577743', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/440555.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/367698.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/171668.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=577743', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Опыт работы в сфере организационного развития / бизнес-анализа от 3-х лет. Способность работать в режиме многозадачности и...', 'responsibility': 'Поддержка в актуальном состоянии документов, описывающих ответственность и полномочия руководителей. Экспертиза регламентирующих документов по процессам. Разработка, согласование и внедрение регламентирующих...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '150', 'name': 'Бизнес-аналитик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,112727760,False,Консультант премиум бренда,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 60000, 'to': 90000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'Центральный район, улица Некрасова', 'building': '34', 'lat': 59.938955, 'lng': 30.358844, 'description': None, 'raw': 'Санкт-Петербург, Центральный район, улица Некрасова, 34', 'metro': {'station_name': 'Площадь Восстания', 'line_name': 'Кировско-Выборгская', 'station_id': '14.199', 'line_id': '14', 'lat': 59.930279, 'lng': 30.361069}, 'metro_stations': [{'station_name': 'Площадь Восстания', 'line_name': 'Кировско-Выборгская', 'station_id': '14.199', 'line_id': '14', 'lat': 59.930279, 'lng': 30.361069}], 'id': '528969'}",,,2025-01-13T12:15:07+0300,2025-01-13T12:15:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=112727760,,,,https://api.hh.ru/vacancies/112727760?host=hh.ru,https://hh.ru/vacancy/112727760,[],"{'id': '1910225', 'name': 'Aurum Queen', 'url': 'https://api.hh.ru/employers/1910225', 'alternate_url': 'https://hh.ru/employer/1910225', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/709384.png', '90': 'https://img.hhcdn.ru/employer-logo/3278652.png', '240': 'https://img.hhcdn.ru/employer-logo/3278653.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1910225', 'accredited_it_employer': False, 'trusted': True}","{'requirement': None, 'responsibility': 'Активно продавать товары премиум-класса из Японии, Кореи, Англии и Германии. Работать с постоянными клиентами: оповещать об акциях и предложениях...'}",,"{'id': 'shift', 'name': 'Сменный график'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_12', 'name': '12\xa0часов'}]","[{'id': 'TWO_ON_TWO_OFF', 'name': '2/2'}]",False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115402333,False,Юрист (связь),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 180000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Озерковская набережная', 'building': '14с1', 'lat': 55.741475, 'lng': 37.637308, 'description': None, 'raw': 'Москва, Озерковская набережная, 14с1', 'metro': {'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, 'metro_stations': [{'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, {'station_name': 'Третьяковская', 'line_name': 'Калужско-Рижская', 'station_id': '6.90', 'line_id': '6', 'lat': 55.74073, 'lng': 37.625624}, {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '6264803'}",,,2025-01-13T12:37:51+0300,2025-01-13T12:37:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115402333,,,,https://api.hh.ru/vacancies/115402333?host=hh.ru,https://hh.ru/vacancy/115402333,[],"{'id': '2131154', 'name': 'Глонасс', 'url': 'https://api.hh.ru/employers/2131154', 'alternate_url': 'https://hh.ru/employer/2131154', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/368311.png', '90': 'https://img.hhcdn.ru/employer-logo/1915502.png', '240': 'https://img.hhcdn.ru/employer-logo/1915503.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2131154', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее юридическое образование. Microsoft Office. Знания и работа по закону «О Связи» 126-ФЗ, 4 часть ГК РФ (РИД).', 'responsibility': 'Подготовкой и правовой экспертизой договоров на отчуждение исключительных прав, лицензионных договоров, договоров подряда и т.д. Правовой экспертизой и согласованием...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '146', 'name': 'Юрист'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115445340,False,Директор по маркетингу,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Щербаковская улица', 'building': '3', 'lat': 55.782623, 'lng': 37.723367, 'description': None, 'raw': 'Москва, Щербаковская улица, 3', 'metro': {'station_name': 'Семеновская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.130', 'line_id': '3', 'lat': 55.783096, 'lng': 37.719289}, 'metro_stations': [{'station_name': 'Семеновская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.130', 'line_id': '3', 'lat': 55.783096, 'lng': 37.719289}], 'id': '621371'}",,,2025-01-13T18:13:36+0300,2025-01-13T18:13:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115445340,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115445340?host=hh.ru,https://hh.ru/vacancy/115445340,[],"{'id': '1011251', 'name': 'ГК Дамате', 'url': 'https://api.hh.ru/employers/1011251', 'alternate_url': 'https://hh.ru/employer/1011251', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3440238.png', '90': 'https://img.hhcdn.ru/employer-logo/3440237.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/749819.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1011251', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы директором по маркетингу в производственных компаниях, FMCG или смежных. Опыт работы в компаниях с выручкой не менее 30...', 'responsibility': 'Обеспечивать устойчивый рост доли рынка и прибыльности за счет грамотной маркетинговой и ценовой стратегий. Анализировать конкурентную среду, рынок, тренды для...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '37', 'name': 'Директор по маркетингу и PR (CMO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115348989,False,Администратор офиса,,False,False,"{'id': '68', 'name': 'Омск', 'url': 'https://api.hh.ru/areas/68'}","{'from': 55000, 'to': 65000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Омск', 'street': 'улица Крупской', 'building': '12к1А', 'lat': 54.995942, 'lng': 73.314232, 'description': None, 'raw': 'Омск, улица Крупской, 12к1А', 'metro': None, 'metro_stations': [], 'id': '16230363'}",,,2025-01-13T08:13:31+0300,2025-01-13T08:13:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115348989,"{'type': 'MAKEUP', 'tariff': None}",True,,https://api.hh.ru/vacancies/115348989?host=hh.ru,https://hh.ru/vacancy/115348989,[],"{'id': '1066018', 'name': 'Брусника', 'url': 'https://api.hh.ru/employers/1066018', 'alternate_url': 'https://hh.ru/employer/1066018', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3958720.png', '90': 'https://img.hhcdn.ru/employer-logo/3958719.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/879461.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1066018', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Знания деловой переписки и коммуникации. Базовые знания 1С. Высокая эмпатия к людям. Уверенные навыки работы с ПК...', 'responsibility': 'Организовывать кофе-брейки при подготовке к длительным совещаниям, воркшопам, <highlighttext>тренингам</highlighttext> по запросу организатора встреч. Регистрировать входящую/ исходящую корреспонденцию, назначать исполнителя...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '8', 'name': 'Администратор'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115402082,False,Директор производства,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 300000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'деревня Огуднево', 'street': 'Полевая улица', 'building': '1/1', 'lat': 56.065535, 'lng': 38.277026, 'description': None, 'raw': 'деревня Огуднево, Полевая улица, 1/1', 'metro': None, 'metro_stations': [], 'id': '15644156'}",,,2025-01-13T12:35:16+0300,2025-01-13T12:35:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115402082,,,,https://api.hh.ru/vacancies/115402082?host=hh.ru,https://hh.ru/vacancy/115402082,[],"{'id': '2488476', 'name': 'Бербекс', 'url': 'https://api.hh.ru/employers/2488476', 'alternate_url': 'https://hh.ru/employer/2488476', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/901291.png', '90': 'https://img.hhcdn.ru/employer-logo/4045851.png', '240': 'https://img.hhcdn.ru/employer-logo/4045852.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2488476', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее техническое образование. Опыт работы на аналогичной позиции не менее 5 лет. Уверенное чтение конструкторской документации, владение программами автоматизированного проектирования. ', 'responsibility': 'Торгово-производственная компания «Бербекс» - 10+ лет на рынке. Предстоящие задачи в компании: Организация и контроль производственного процесса. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '80', 'name': 'Начальник производства'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115354784,False,Офис-менеджер,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 120000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Химки', 'street': 'микрорайон Клязьма-Старбеево, квартал Яковлево', 'building': '10Н', 'lat': 55.968519, 'lng': 37.460161, 'description': None, 'raw': 'Химки, микрорайон Клязьма-Старбеево, квартал Яковлево, 10Н', 'metro': None, 'metro_stations': [], 'id': '3180042'}",,,2025-01-13T08:11:40+0300,2025-01-13T08:11:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115354784,,,,https://api.hh.ru/vacancies/115354784?host=hh.ru,https://hh.ru/vacancy/115354784,[],"{'id': '933765', 'name': 'Нео-Терм', 'url': 'https://api.hh.ru/employers/933765', 'alternate_url': 'https://hh.ru/employer/933765', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7020127.png', '90': 'https://img.hhcdn.ru/employer-logo/7020126.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1350046.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=933765', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование. Уверенный пользователь ПК. Активные коммуникативные навыки. Грамотная устная и письменная речь. Активная жизненная позиция, ответственность, «хозяйственность». ', 'responsibility': 'Организация приема посетителей руководителя. Поддержание корпоративной культуры: Организация мероприятий (<highlighttext>тренинги</highlighttext>, лекции, встречи с приглашенным гостями, тимбилдинг, брифинги и т.д.). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '88', 'name': 'Офис-менеджер'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
