,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context
0,115412515,False,Руководитель тендерного отдела,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 350000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Краснопресненская набережная', 'building': '12', 'lat': 55.754203, 'lng': 37.556388, 'description': None, 'raw': 'Москва, Краснопресненская набережная, 12', 'metro': None, 'metro_stations': [], 'id': '17252209'}",,,2025-01-13T13:50:17+0300,2025-01-13T13:50:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115412515,,,https://api.hh.ru/vacancies/115412515?host=hh.ru,https://hh.ru/vacancy/115412515,[],"{'id': '676551', 'name': 'ЧЭАЗ', 'url': 'https://api.hh.ru/employers/676551', 'alternate_url': 'https://hh.ru/employer/676551', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6995099.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1343789.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6995098.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=676551', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы с тендерными площадками – обязательно. Готовность к командировкам 1-2 раза в месяц. Опыт в подготовке тендерной документации для...', 'responsibility': '...и т.д.. Коммуникация с департаментом инжиниринга. Работа с тендерами и государственными <highlighttext>закупками</highlighttext>, подготовка тендерной документации и участие в торгах.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '119', 'name': 'Специалист по тендерам'}]",True,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
1,115433873,False,Исполнительный директор,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 700000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T16:29:47+0300,2025-01-13T16:29:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115433873,,,https://api.hh.ru/vacancies/115433873?host=hh.ru,https://hh.ru/vacancy/115433873,[],"{'id': '10888840', 'name': 'WWAVE SPACE', 'url': 'https://api.hh.ru/employers/10888840', 'alternate_url': 'https://hh.ru/employer/10888840', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1249801.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6619633.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/6619634.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10888840', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'релевантный управленческий опыт не менее 5 лет, знания и навыки управления подразделениями продаж, маркетинг, <highlighttext>закупки</highlighttext>, логистика и др.. -', 'responsibility': 'реализация стратегии компании. -увеличение выручки, прибыли и показателей рентабельности. -установление связей с ключевыми клиентами и партнерами. -укрепление репутации брендов на...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '26', 'name': 'Генеральный директор, исполнительный директор (CEO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
2,115413625,False,Шеф-повар в рестораны Ava team,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 400000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:59:17+0300,2025-01-13T13:59:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115413625,,,https://api.hh.ru/vacancies/115413625?host=hh.ru,https://hh.ru/vacancy/115413625,[],"{'id': '10516715', 'name': 'AVA bistro', 'url': 'https://api.hh.ru/employers/10516715', 'alternate_url': 'https://hh.ru/employer/10516715', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1191746.png', '90': 'https://img.hhcdn.ru/employer-logo/6387441.png', '240': 'https://img.hhcdn.ru/employer-logo/6387442.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10516715', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в должности шеф-повара от 3-х лет в ресторанах премиум-класса. Образование по специальности. Знание производственного процесса...', 'responsibility': 'Контроль работы подразделения. Организация производственных процессов. <highlighttext>Закупка</highlighttext> оборудования и контроль правильности эксплуатации оборудования и других основных средств. Руководство персоналом кухни...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '94', 'name': 'Повар, пекарь, кондитер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
3,115398628,False,Личный водитель-помощник,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 140000, 'to': 150000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пречистенская набережная', 'building': '7', 'lat': 55.736914, 'lng': 37.601528, 'description': None, 'raw': 'Москва, Пречистенская набережная, 7', 'metro': {'station_name': 'Парк культуры', 'line_name': 'Сокольническая', 'station_id': '1.103', 'line_id': '1', 'lat': 55.736163, 'lng': 37.595027}, 'metro_stations': [{'station_name': 'Парк культуры', 'line_name': 'Сокольническая', 'station_id': '1.103', 'line_id': '1', 'lat': 55.736163, 'lng': 37.595027}, {'station_name': 'Парк культуры', 'line_name': 'Кольцевая', 'station_id': '5.104', 'line_id': '5', 'lat': 55.735221, 'lng': 37.593095}], 'id': '15735230'}",,,2025-01-13T12:13:25+0300,2025-01-13T12:13:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115398628,,,https://api.hh.ru/vacancies/115398628?host=hh.ru,https://hh.ru/vacancy/115398628,[],"{'id': '9768264', 'name': 'Сити Лайт', 'url': 'https://api.hh.ru/employers/9768264', 'alternate_url': 'https://hh.ru/employer/9768264', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1139997.png', '240': 'https://img.hhcdn.ru/employer-logo/6180570.png', '90': 'https://img.hhcdn.ru/employer-logo/6180569.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9768264', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на авто бизнес-класса. Водительский стаж от 6 лет. Ответственность, пунктуальность, деликатность, опрятный внешний вид. Соблюдение конфиденциальности. ', 'responsibility': 'Выполнение мелких бытовых поручений руководителя (съездить в магазин, химчистку, забрать посылку и т.д.). Работа в связке с ассистентами и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '21', 'name': 'Водитель'}]",True,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
4,115418375,False,Руководитель административно-хозяйственного отдела / Руководитель АХО,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижняя Красносельская улица', 'building': '40/12к2', 'lat': 55.774289, 'lng': 37.669145, 'description': None, 'raw': 'Москва, Нижняя Красносельская улица, 40/12к2', 'metro': {'station_name': 'Бауманская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.17', 'line_id': '3', 'lat': 55.772405, 'lng': 37.67904}, 'metro_stations': [{'station_name': 'Бауманская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.17', 'line_id': '3', 'lat': 55.772405, 'lng': 37.67904}, {'station_name': 'Комсомольская', 'line_name': 'Кольцевая', 'station_id': '5.55', 'line_id': '5', 'lat': 55.775672, 'lng': 37.654772}], 'id': '16762144'}",,,2025-01-13T14:35:54+0300,2025-01-13T14:35:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115418375,True,,https://api.hh.ru/vacancies/115418375?host=hh.ru,https://hh.ru/vacancy/115418375,[],"{'id': '2087336', 'name': 'Холдинговая Компания Петрогазтех', 'url': 'https://api.hh.ru/employers/2087336', 'alternate_url': 'https://hh.ru/employer/2087336', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1756575.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/328556.gif', '90': 'https://img.hhcdn.ru/employer-logo/1756574.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2087336', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Подтвержденный опыт работы на административных должностях от 5 лет. Опыт управление командой численностью от 2х человек. Уверенное владение навыками...', 'responsibility': '...сотрудничества и оптимизация <highlighttext>закупок</highlighttext>. Контроль качества поставляемой продукции, включая мебель, канцтовары и другие необходимые материалы. Решение вопросов <highlighttext>снабжения</highlighttext> и хранения...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '76', 'name': 'Менеджер/руководитель АХО'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
5,115432054,False,Секретарь на ресепшн в офис,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T16:19:55+0300,2025-01-13T16:19:55+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115432054,,,https://api.hh.ru/vacancies/115432054?host=hh.ru,https://hh.ru/vacancy/115432054,[],"{'id': '1432548', 'name': 'ГК Асеньевское молоко', 'url': 'https://api.hh.ru/employers/1432548', 'alternate_url': 'https://hh.ru/employer/1432548', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1506363.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/265958.png', '90': 'https://img.hhcdn.ru/employer-logo/1506362.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1432548', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Законченное высшее образование. - Опыт работы в должности секретаря. - Готовность быть на связи 24/7. - Умение вести деловую переписку и телефонные...', 'responsibility': 'Встреча гостей. - Чай, кофе. - Обеспечение необходимой информационной поддержкой. - Подготовка материалов к встречам. - Курирование и контроль исполнения поручений руководителя. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'SIX_ON_ONE_OFF', 'name': '6/1'}]",False,"[{'id': '110', 'name': 'Секретарь, помощник руководителя, ассистент'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
6,115414979,False,Семейный водитель,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 120000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T14:11:49+0300,2025-01-13T14:11:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115414979,,,https://api.hh.ru/vacancies/115414979?host=hh.ru,https://hh.ru/vacancy/115414979,[],"{'id': '3289176', 'name': 'МедЗнания', 'url': 'https://api.hh.ru/employers/3289176', 'alternate_url': 'https://hh.ru/employer/3289176', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/505606.png', '90': 'https://img.hhcdn.ru/employer-logo/2464177.png', '240': 'https://img.hhcdn.ru/employer-logo/2464178.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3289176', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Стаж вождения не менее 6 лет. Психологическая совместимость и стрессоустойчивость, коммуникабельность. Умение поддерживать с работодателем и членами его семьи вежливые...', 'responsibility': 'Выполнение личных поручений в рамках своей компетенции. Контроль за техническим состоянием автомобиля (мойки, техобслуживания, техосмотры). <highlighttext>Закупка</highlighttext> продуктов, посещение почты, ателье...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '21', 'name': 'Водитель'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
7,115410544,False,Коммерческий директор (CCO),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 500000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2025-01-13T13:34:39+0300,2025-01-13T13:34:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115410544,,,https://api.hh.ru/vacancies/115410544?host=hh.ru,https://hh.ru/vacancy/115410544,[],"{'id': '11662610', 'name': 'ПРОКАРТ', 'url': 'https://api.hh.ru/employers/11662610', 'alternate_url': 'https://hh.ru/employer/11662610', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7078599.png', '90': 'https://img.hhcdn.ru/employer-logo/7078598.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1364674.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11662610', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Обязателен опыт работы от 3 лет коммерческим директором в компаниях с годовым оборотом от миллиарда рублей. Системность, аналитический склад ума. ', 'responsibility': 'Контролировать сроки реализации проектов, дебиторскую и кредиторскую задолженности. Контролировать процессы логистики и <highlighttext>снабжения</highlighttext> в рамках обеспечения проектных задач.'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'HYBRID', 'name': 'Гибрид'}, {'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,"[{'id': '53', 'name': 'Коммерческий директор (CCO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
8,115429861,False,Директор по закупкам,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Навашино', 'street': 'Проезжая улица', 'building': '4/14', 'lat': 55.539319, 'lng': 42.185604, 'description': None, 'raw': 'Навашино, Проезжая улица, 4/14', 'metro': None, 'metro_stations': [], 'id': '1504844'}",,,2025-01-13T16:07:51+0300,2025-01-13T16:07:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115429861,,,https://api.hh.ru/vacancies/115429861?host=hh.ru,https://hh.ru/vacancy/115429861,[],"{'id': '112526', 'name': 'Окская судоверфь', 'url': 'https://api.hh.ru/employers/112526', 'alternate_url': 'https://hh.ru/employer/112526', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/2612561.png', '240': 'https://img.hhcdn.ru/employer-logo/2612562.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/542772.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=112526', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Образование высшее и стаж работы на руководящих должностях в области <highlighttext>закупок</highlighttext> – не менее 5-ти лет.', 'responsibility': 'Координация <highlighttext>закупок</highlighttext> и поставок материалов и оборудования для строительства судов, взаимодействие с поставщиками; управление системой материальных запасов, прогноз расхода и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '66', 'name': 'Менеджер по закупкам'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
9,115422730,False,Руководитель юридического отдела,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': 220000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Дзержинский', 'street': 'улица Энергетиков', 'building': '14', 'lat': 55.640162, 'lng': 37.825218, 'description': None, 'raw': 'Дзержинский, улица Энергетиков, 14', 'metro': None, 'metro_stations': [], 'id': '13192796'}",,,2025-01-13T15:13:31+0300,2025-01-13T15:13:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=115422730,,,https://api.hh.ru/vacancies/115422730?host=hh.ru,https://hh.ru/vacancy/115422730,[],"{'id': '40795', 'name': 'ДИАЛОГ', 'url': 'https://api.hh.ru/employers/40795', 'alternate_url': 'https://hh.ru/employer/40795', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=40795', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание 44-ФЗ, 223-ФЗ (гос. <highlighttext>закупки</highlighttext>). Умение работать в режиме многозадачности. Опыт работы руководителем подразделения от 2-х лет.', 'responsibility': 'Руководство юридическим отделом строительной кампании (в составе 3 юриста), в т.ч: распределение и постановка задач, контроль их выполнения, взаимодействие...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '166', 'name': 'Директор юридического департамента (CLO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,
